iso_code,location,date,V1
ALB,Albania,2020-09-13,0
ALB,Albania,2020-09-14,0
ALB,Albania,2020-09-15,0
ALB,Albania,2020-09-16,0
ALB,Albania,2020-09-17,0
ALB,Albania,2020-09-18,0
ALB,Albania,2020-09-19,0
ALB,Albania,2020-09-20,0
ALB,Albania,2020-09-21,0
ALB,Albania,2020-09-22,0
ALB,Albania,2020-09-23,0
ALB,Albania,2020-09-24,0
ALB,Albania,2020-09-25,0
ALB,Albania,2020-09-26,0
ALB,Albania,2020-09-27,0
ALB,Albania,2020-09-28,0
ALB,Albania,2020-09-29,0
ALB,Albania,2020-09-30,0
ALB,Albania,2020-10-01,0
ALB,Albania,2020-10-02,0
ALB,Albania,2020-10-03,0
ALB,Albania,2020-10-04,0
ALB,Albania,2020-10-05,0
ALB,Albania,2020-10-06,0
ALB,Albania,2020-10-07,0
ALB,Albania,2020-10-08,0
ALB,Albania,2020-10-09,0
ALB,Albania,2020-10-10,0
ALB,Albania,2020-10-11,0
ALB,Albania,2020-10-12,0
ALB,Albania,2020-10-13,0
ALB,Albania,2020-10-14,0
ALB,Albania,2020-10-15,0
ALB,Albania,2020-10-16,0
ALB,Albania,2020-10-17,0
ALB,Albania,2020-10-18,0
ALB,Albania,2020-10-19,0
ALB,Albania,2020-10-20,0
ALB,Albania,2020-10-21,0
ALB,Albania,2020-10-22,0
ALB,Albania,2020-10-23,0
ALB,Albania,2020-10-24,0
ALB,Albania,2020-10-25,0
ALB,Albania,2020-10-26,0
ALB,Albania,2020-10-27,0
ALB,Albania,2020-10-28,0
ALB,Albania,2020-10-29,0
ALB,Albania,2020-10-30,0
ALB,Albania,2020-10-31,0
ALB,Albania,2020-11-01,0
ALB,Albania,2020-11-02,0
ALB,Albania,2020-11-03,0
ALB,Albania,2020-11-04,0
ALB,Albania,2020-11-05,0
ALB,Albania,2020-11-06,0
ALB,Albania,2020-11-07,0
ALB,Albania,2020-11-08,0
ALB,Albania,2020-11-09,0
ALB,Albania,2020-11-10,0
ALB,Albania,2020-11-11,0
ALB,Albania,2020-11-12,0
ALB,Albania,2020-11-13,0
ALB,Albania,2020-11-14,0
ALB,Albania,2020-11-15,0
ALB,Albania,2020-11-16,0
ALB,Albania,2020-11-17,0
ALB,Albania,2020-11-18,0
ALB,Albania,2020-11-19,0
ALB,Albania,2020-11-20,0
ALB,Albania,2020-11-21,0
ALB,Albania,2020-11-22,0
ALB,Albania,2020-11-23,0
ALB,Albania,2020-11-24,0
ALB,Albania,2020-11-25,0
ALB,Albania,2020-11-26,0
ALB,Albania,2020-11-27,0
ALB,Albania,2020-11-28,0
ALB,Albania,2020-11-29,0
ALB,Albania,2020-11-30,0
ALB,Albania,2020-12-01,0
ALB,Albania,2020-12-02,0
ALB,Albania,2020-12-03,0
ALB,Albania,2020-12-04,0
ALB,Albania,2020-12-05,0
ALB,Albania,2020-12-06,0
ALB,Albania,2020-12-07,0
ALB,Albania,2020-12-08,0
ALB,Albania,2020-12-09,0
ALB,Albania,2020-12-10,0
ALB,Albania,2020-12-11,0
ALB,Albania,2020-12-12,0
ALB,Albania,2020-12-13,0
ALB,Albania,2020-12-14,0
ALB,Albania,2020-12-15,0
ALB,Albania,2020-12-16,0
ALB,Albania,2020-12-17,0
ALB,Albania,2020-12-18,0
ALB,Albania,2020-12-19,0
ALB,Albania,2020-12-20,0
ALB,Albania,2020-12-21,0
ALB,Albania,2020-12-22,0
ALB,Albania,2020-12-23,0
ALB,Albania,2020-12-24,0
ALB,Albania,2020-12-25,0
ALB,Albania,2020-12-26,0
ALB,Albania,2020-12-27,0
ALB,Albania,2020-12-28,0
ALB,Albania,2020-12-29,0
ALB,Albania,2020-12-30,0
ALB,Albania,2020-12-31,0
ALB,Albania,2021-01-01,0
ALB,Albania,2021-01-02,0
ALB,Albania,2021-01-03,0
ALB,Albania,2021-01-04,0
ALB,Albania,2021-01-05,0
ALB,Albania,2021-01-06,0
ALB,Albania,2021-01-07,0
ALB,Albania,2021-01-08,0
ALB,Albania,2021-01-09,0
ALB,Albania,2021-01-10,0
ALB,Albania,2021-01-11,0
ALB,Albania,2021-01-12,0
ALB,Albania,2021-01-13,0.01
ALB,Albania,2021-01-14,0.01
ALB,Albania,2021-01-15,0.01
ALB,Albania,2021-01-16,0.01
ALB,Albania,2021-01-17,0.01
ALB,Albania,2021-01-18,0.02
ALB,Albania,2021-01-19,0.02
ALB,Albania,2021-01-20,0.02
ALB,Albania,2021-01-21,0.02
ALB,Albania,2021-01-22,0.02
ALB,Albania,2021-01-23,0.02
ALB,Albania,2021-01-24,0.02
ALB,Albania,2021-01-25,0.02
ALB,Albania,2021-01-26,0.02
ALB,Albania,2021-01-27,0.02
ALB,Albania,2021-01-28,0.02
ALB,Albania,2021-01-29,0.02
ALB,Albania,2021-01-30,0.02
ALB,Albania,2021-01-31,0.02
ALB,Albania,2021-02-01,0.02
ALB,Albania,2021-02-02,0.02
ALB,Albania,2021-02-03,0.02
ALB,Albania,2021-02-04,0.02
ALB,Albania,2021-02-05,0.02
ALB,Albania,2021-02-06,0.02
ALB,Albania,2021-02-07,0.02
ALB,Albania,2021-02-08,0.02
ALB,Albania,2021-02-09,0.02
ALB,Albania,2021-02-10,0.0225
ALB,Albania,2021-02-11,0.025
ALB,Albania,2021-02-12,0.0275
ALB,Albania,2021-02-13,0.03
ALB,Albania,2021-02-14,0.0325
ALB,Albania,2021-02-15,0.035
ALB,Albania,2021-02-16,0.037500000000000006
ALB,Albania,2021-02-17,0.04
ALB,Albania,2021-02-18,0.08
ALB,Albania,2021-02-19,0.1125
ALB,Albania,2021-02-20,0.14500000000000002
ALB,Albania,2021-02-21,0.1775
ALB,Albania,2021-02-22,0.21
ALB,Albania,2021-02-23,0.40410256410256407
ALB,Albania,2021-02-24,0.5982051282051282
ALB,Albania,2021-02-25,0.7923076923076923
ALB,Albania,2021-02-26,0.9864102564102563
ALB,Albania,2021-02-27,1.1805128205128204
ALB,Albania,2021-02-28,1.3746153846153846
ALB,Albania,2021-03-01,1.5687179487179486
ALB,Albania,2021-03-02,1.7628205128205126
ALB,Albania,2021-03-03,1.9569230769230768
ALB,Albania,2021-03-04,2.1510256410256408
ALB,Albania,2021-03-05,2.345128205128205
ALB,Albania,2021-03-06,2.539230769230769
ALB,Albania,2021-03-07,2.733333333333333
ALB,Albania,2021-03-08,2.927435897435897
ALB,Albania,2021-03-09,3.1215384615384614
ALB,Albania,2021-03-10,3.315641025641025
ALB,Albania,2021-03-11,3.5097435897435894
ALB,Albania,2021-03-12,3.7038461538461536
ALB,Albania,2021-03-13,3.8979487179487173
ALB,Albania,2021-03-14,4.0920512820512815
ALB,Albania,2021-03-15,4.286153846153845
ALB,Albania,2021-03-16,4.48025641025641
ALB,Albania,2021-03-17,4.674358974358974
ALB,Albania,2021-03-18,4.868461538461538
ALB,Albania,2021-03-19,5.062564102564102
ALB,Albania,2021-03-20,5.256666666666666
ALB,Albania,2021-03-21,5.450769230769231
ALB,Albania,2021-03-22,5.644871794871794
ALB,Albania,2021-03-23,5.838974358974359
ALB,Albania,2021-03-24,6.033076923076923
ALB,Albania,2021-03-25,6.2271794871794866
ALB,Albania,2021-03-26,6.42128205128205
ALB,Albania,2021-03-27,6.615384615384615
ALB,Albania,2021-03-28,6.809487179487179
ALB,Albania,2021-03-29,7.003589743589743
ALB,Albania,2021-03-30,7.197692307692307
ALB,Albania,2021-03-31,7.391794871794871
ALB,Albania,2021-04-01,7.585897435897435
ALB,Albania,2021-04-02,7.779999999999999
ALB,Albania,2021-04-03,7.974102564102563
ALB,Albania,2021-04-04,8.168205128205129
ALB,Albania,2021-04-05,8.362307692307692
ALB,Albania,2021-04-06,8.556410256410258
ALB,Albania,2021-04-07,8.75051282051282
ALB,Albania,2021-04-08,8.944615384615384
ALB,Albania,2021-04-09,9.138717948717948
ALB,Albania,2021-04-10,9.332820512820513
ALB,Albania,2021-04-11,9.526923076923078
ALB,Albania,2021-04-12,9.72102564102564
ALB,Albania,2021-04-13,9.915128205128205
ALB,Albania,2021-04-14,10.10923076923077
ALB,Albania,2021-04-15,10.303333333333333
ALB,Albania,2021-04-16,10.497435897435897
ALB,Albania,2021-04-17,10.691538461538462
ALB,Albania,2021-04-18,10.885641025641027
ALB,Albania,2021-04-19,11.07974358974359
ALB,Albania,2021-04-20,11.273846153846153
ALB,Albania,2021-04-21,11.467948717948719
ALB,Albania,2021-04-22,11.662051282051282
ALB,Albania,2021-04-23,11.856153846153846
ALB,Albania,2021-04-24,12.05025641025641
ALB,Albania,2021-04-25,12.244358974358974
ALB,Albania,2021-04-26,12.438461538461539
ALB,Albania,2021-04-27,12.632564102564102
ALB,Albania,2021-04-28,12.826666666666666
ALB,Albania,2021-04-29,13.02076923076923
ALB,Albania,2021-04-30,13.214871794871794
ALB,Albania,2021-05-01,13.408974358974358
ALB,Albania,2021-05-02,13.603076923076923
ALB,Albania,2021-05-03,13.797179487179488
ALB,Albania,2021-05-04,13.99128205128205
ALB,Albania,2021-05-05,14.185384615384615
ALB,Albania,2021-05-06,14.37948717948718
ALB,Albania,2021-05-07,14.573589743589743
ALB,Albania,2021-05-08,14.767692307692307
ALB,Albania,2021-05-09,14.96179487179487
ALB,Albania,2021-05-10,15.155897435897437
ALB,Albania,2021-05-11,15.35
ALB,Albania,2021-05-12,15.48
ALB,Albania,2021-05-13,15.5
ALB,Albania,2021-05-14,15.61
ALB,Albania,2021-05-15,15.709999999999999
ALB,Albania,2021-05-16,15.81
ALB,Albania,2021-05-17,15.91
ALB,Albania,2021-05-18,16.02
ALB,Albania,2021-05-19,16.13
ALB,Albania,2021-05-20,16.22
ALB,Albania,2021-05-21,16.33
ALB,Albania,2021-05-22,16.395
ALB,Albania,2021-05-23,16.46
ALB,Albania,2021-05-24,16.54
ALB,Albania,2021-05-25,16.619999999999997
ALB,Albania,2021-05-26,16.7
ALB,Albania,2021-05-27,16.77
ALB,Albania,2021-05-28,16.81
ALB,Albania,2021-05-29,16.85
ALB,Albania,2021-05-30,16.89
ALB,Albania,2021-05-31,16.92
ALB,Albania,2021-06-01,16.95
ALB,Albania,2021-06-02,17.005
ALB,Albania,2021-06-03,17.06
ALB,Albania,2021-06-04,17.086666666666666
ALB,Albania,2021-06-05,17.113333333333333
ALB,Albania,2021-06-06,17.14
ALB,Albania,2021-06-07,17.17
ALB,Albania,2021-06-08,17.21
ALB,Albania,2021-06-09,17.27
ALB,Albania,2021-06-10,17.35
ALB,Albania,2021-06-11,17.46
ALB,Albania,2021-06-12,17.53
ALB,Albania,2021-06-13,17.55
ALB,Albania,2021-06-14,17.67
ALB,Albania,2021-06-15,17.68
ALB,Albania,2021-06-16,17.73
ALB,Albania,2021-06-17,17.79
ALB,Albania,2021-06-18,17.846666666666668
ALB,Albania,2021-06-19,17.903333333333332
ALB,Albania,2021-06-20,17.96
ALB,Albania,2021-06-21,18.09
ALB,Albania,2021-06-22,18.3
ALB,Albania,2021-06-23,18.53
ALB,Albania,2021-06-24,18.69
ALB,Albania,2021-06-25,18.78
ALB,Albania,2021-06-26,18.87
ALB,Albania,2021-06-27,18.96
ALB,Albania,2021-06-28,19.05
ALB,Albania,2021-06-29,19.36
ALB,Albania,2021-06-30,19.65
ALB,Albania,2021-07-01,19.74
ALB,Albania,2021-07-02,19.82
ALB,Albania,2021-07-03,19.86
ALB,Albania,2021-07-04,19.9
ALB,Albania,2021-07-05,19.99
ALB,Albania,2021-07-06,20.08
ALB,Albania,2021-07-07,20.17
ALB,Albania,2021-07-08,20.26
ALB,Albania,2021-07-09,20.36
ALB,Albania,2021-07-10,20.44
ALB,Albania,2021-07-11,20.46
ALB,Albania,2021-07-12,20.55
ALB,Albania,2021-07-13,20.62
ALB,Albania,2021-07-14,20.7
ALB,Albania,2021-07-15,20.78
ALB,Albania,2021-07-16,20.86
ALB,Albania,2021-07-17,20.94
ALB,Albania,2021-07-18,20.97
ALB,Albania,2021-07-19,21.095
ALB,Albania,2021-07-20,21.22
ALB,Albania,2021-07-21,21.46
ALB,Albania,2021-07-22,21.74
ALB,Albania,2021-07-23,21.919999999999998
ALB,Albania,2021-07-24,22.1
ALB,Albania,2021-07-25,22.28
ALB,Albania,2021-07-26,22.46
ALB,Albania,2021-07-27,22.64
ALB,Albania,2021-07-28,22.82
ALB,Albania,2021-07-29,23
ALB,Albania,2021-07-30,23.17
ALB,Albania,2021-07-31,23.33
ALB,Albania,2021-08-01,23.42
ALB,Albania,2021-08-02,23.6
ALB,Albania,2021-08-03,23.78
ALB,Albania,2021-08-04,23.94
ALB,Albania,2021-08-05,24.12
ALB,Albania,2021-08-06,24.276666666666667
ALB,Albania,2021-08-07,24.433333333333334
ALB,Albania,2021-08-08,24.59
ALB,Albania,2021-08-09,24.83
ALB,Albania,2021-08-10,25.07
ALB,Albania,2021-08-11,25.330000000000002
ALB,Albania,2021-08-12,25.59
ALB,Albania,2021-08-13,25.85
ALB,Albania,2021-08-14,25.995
ALB,Albania,2021-08-15,26.14
ALB,Albania,2021-08-16,26.38
ALB,Albania,2021-08-17,26.63
ALB,Albania,2021-08-18,26.84
ALB,Albania,2021-08-19,27.05
ALB,Albania,2021-08-20,27.200000000000003
ALB,Albania,2021-08-21,27.35
ALB,Albania,2021-08-22,27.41
ALB,Albania,2021-08-23,27.59
ALB,Albania,2021-08-24,27.76
ALB,Albania,2021-08-25,27.93
ALB,Albania,2021-08-26,28.1
ALB,Albania,2021-08-27,28.28
ALB,Albania,2021-08-28,28.395000000000003
ALB,Albania,2021-08-29,28.51
ALB,Albania,2021-08-30,28.69
ALB,Albania,2021-08-31,28.9
ALB,Albania,2021-09-01,29.12
ALB,Albania,2021-09-02,29.39
ALB,Albania,2021-09-03,29.5725
ALB,Albania,2021-09-04,29.755000000000003
ALB,Albania,2021-09-05,29.9375
ALB,Albania,2021-09-06,30.12
ALB,Albania,2021-09-07,30.36
ALB,Albania,2021-09-08,30.61
ALB,Albania,2021-09-09,30.84
ALB,Albania,2021-09-10,31.01
ALB,Albania,2021-09-11,31.17
ALB,Albania,2021-09-12,31.22
ALB,Albania,2021-09-13,31.36
ALB,Albania,2021-09-14,31.49
ALB,Albania,2021-09-15,31.61
ALB,Albania,2021-09-16,31.72
ALB,Albania,2021-09-17,31.83
ALB,Albania,2021-09-18,31.895
ALB,Albania,2021-09-19,31.96
ALB,Albania,2021-09-20,32.06
ALB,Albania,2021-09-21,32.15
ALB,Albania,2021-09-22,32.25
ALB,Albania,2021-09-23,32.36
ALB,Albania,2021-09-24,32.46
ALB,Albania,2021-09-25,32.53333333333333
ALB,Albania,2021-09-26,32.60666666666667
ALB,Albania,2021-09-27,32.68
ALB,Albania,2021-09-28,32.77
ALB,Albania,2021-09-29,32.86
ALB,Albania,2021-09-30,32.95
AND,Andorra,2020-03-02,0
AND,Andorra,2020-03-03,0
AND,Andorra,2020-03-04,0
AND,Andorra,2020-03-05,0
AND,Andorra,2020-03-06,0
AND,Andorra,2020-03-07,0
AND,Andorra,2020-03-08,0
AND,Andorra,2020-03-09,0
AND,Andorra,2020-03-10,0
AND,Andorra,2020-03-11,0
AND,Andorra,2020-03-12,0
AND,Andorra,2020-03-13,0
AND,Andorra,2020-03-14,0
AND,Andorra,2020-03-15,0
AND,Andorra,2020-03-16,0
AND,Andorra,2020-03-17,0
AND,Andorra,2020-03-18,0
AND,Andorra,2020-03-19,0
AND,Andorra,2020-03-20,0
AND,Andorra,2020-03-21,0
AND,Andorra,2020-03-22,0
AND,Andorra,2020-03-23,0
AND,Andorra,2020-03-24,0
AND,Andorra,2020-03-25,0
AND,Andorra,2020-03-26,0
AND,Andorra,2020-03-27,0
AND,Andorra,2020-03-28,0
AND,Andorra,2020-03-29,0
AND,Andorra,2020-03-30,0
AND,Andorra,2020-03-31,0
AND,Andorra,2020-04-01,0
AND,Andorra,2020-04-02,0
AND,Andorra,2020-04-03,0
AND,Andorra,2020-04-04,0
AND,Andorra,2020-04-05,0
AND,Andorra,2020-04-06,0
AND,Andorra,2020-04-07,0
AND,Andorra,2020-04-08,0
AND,Andorra,2020-04-09,0
AND,Andorra,2020-04-10,0
AND,Andorra,2020-04-11,0
AND,Andorra,2020-04-12,0
AND,Andorra,2020-04-13,0
AND,Andorra,2020-04-14,0
AND,Andorra,2020-04-15,0
AND,Andorra,2020-04-16,0
AND,Andorra,2020-04-17,0
AND,Andorra,2020-04-18,0
AND,Andorra,2020-04-19,0
AND,Andorra,2020-04-20,0
AND,Andorra,2020-04-21,0
AND,Andorra,2020-04-22,0
AND,Andorra,2020-04-23,0
AND,Andorra,2020-04-24,0
AND,Andorra,2020-04-25,0
AND,Andorra,2020-04-26,0
AND,Andorra,2020-04-27,0
AND,Andorra,2020-04-28,0
AND,Andorra,2020-04-29,0
AND,Andorra,2020-04-30,0
AND,Andorra,2020-05-01,0
AND,Andorra,2020-05-02,0
AND,Andorra,2020-05-03,0
AND,Andorra,2020-05-04,0
AND,Andorra,2020-05-05,0
AND,Andorra,2020-05-06,0
AND,Andorra,2020-05-07,0
AND,Andorra,2020-05-08,0
AND,Andorra,2020-05-09,0
AND,Andorra,2020-05-10,0
AND,Andorra,2020-05-11,0
AND,Andorra,2020-05-12,0
AND,Andorra,2020-05-13,0
AND,Andorra,2020-05-14,0
AND,Andorra,2020-05-15,0
AND,Andorra,2020-05-16,0
AND,Andorra,2020-05-17,0
AND,Andorra,2020-05-18,0
AND,Andorra,2020-05-19,0
AND,Andorra,2020-05-20,0
AND,Andorra,2020-05-21,0
AND,Andorra,2020-05-22,0
AND,Andorra,2020-05-23,0
AND,Andorra,2020-05-24,0
AND,Andorra,2020-05-25,0
AND,Andorra,2020-05-26,0
AND,Andorra,2020-05-27,0
AND,Andorra,2020-05-28,0
AND,Andorra,2020-05-29,0
AND,Andorra,2020-05-30,0
AND,Andorra,2020-05-31,0
AND,Andorra,2020-06-01,0
AND,Andorra,2020-06-02,0
AND,Andorra,2020-06-03,0
AND,Andorra,2020-06-04,0
AND,Andorra,2020-06-05,0
AND,Andorra,2020-06-06,0
AND,Andorra,2020-06-07,0
AND,Andorra,2020-06-08,0
AND,Andorra,2020-06-09,0
AND,Andorra,2020-06-10,0
AND,Andorra,2020-06-11,0
AND,Andorra,2020-06-12,0
AND,Andorra,2020-06-13,0
AND,Andorra,2020-06-14,0
AND,Andorra,2020-06-15,0
AND,Andorra,2020-06-16,0
AND,Andorra,2020-06-17,0
AND,Andorra,2020-06-18,0
AND,Andorra,2020-06-19,0
AND,Andorra,2020-06-20,0
AND,Andorra,2020-06-21,0
AND,Andorra,2020-06-22,0
AND,Andorra,2020-06-23,0
AND,Andorra,2020-06-24,0
AND,Andorra,2020-06-25,0
AND,Andorra,2020-06-26,0
AND,Andorra,2020-06-27,0
AND,Andorra,2020-06-28,0
AND,Andorra,2020-06-29,0
AND,Andorra,2020-06-30,0
AND,Andorra,2020-07-01,0
AND,Andorra,2020-07-02,0
AND,Andorra,2020-07-03,0
AND,Andorra,2020-07-04,0
AND,Andorra,2020-07-05,0
AND,Andorra,2020-07-06,0
AND,Andorra,2020-07-07,0
AND,Andorra,2020-07-08,0
AND,Andorra,2020-07-09,0
AND,Andorra,2020-07-10,0
AND,Andorra,2020-07-11,0
AND,Andorra,2020-07-12,0
AND,Andorra,2020-07-13,0
AND,Andorra,2020-07-14,0
AND,Andorra,2020-07-15,0
AND,Andorra,2020-07-16,0
AND,Andorra,2020-07-17,0
AND,Andorra,2020-07-18,0
AND,Andorra,2020-07-19,0
AND,Andorra,2020-07-20,0
AND,Andorra,2020-07-21,0
AND,Andorra,2020-07-22,0
AND,Andorra,2020-07-23,0
AND,Andorra,2020-07-24,0
AND,Andorra,2020-07-25,0
AND,Andorra,2020-07-26,0
AND,Andorra,2020-07-27,0
AND,Andorra,2020-07-28,0
AND,Andorra,2020-07-29,0
AND,Andorra,2020-07-30,0
AND,Andorra,2020-07-31,0
AND,Andorra,2020-08-01,0
AND,Andorra,2020-08-02,0
AND,Andorra,2020-08-03,0
AND,Andorra,2020-08-04,0
AND,Andorra,2020-08-05,0
AND,Andorra,2020-08-06,0
AND,Andorra,2020-08-07,0
AND,Andorra,2020-08-08,0
AND,Andorra,2020-08-09,0
AND,Andorra,2020-08-10,0
AND,Andorra,2020-08-11,0
AND,Andorra,2020-08-12,0
AND,Andorra,2020-08-13,0
AND,Andorra,2020-08-14,0
AND,Andorra,2020-08-15,0
AND,Andorra,2020-08-16,0
AND,Andorra,2020-08-17,0
AND,Andorra,2020-08-18,0
AND,Andorra,2020-08-19,0
AND,Andorra,2020-08-20,0
AND,Andorra,2020-08-21,0
AND,Andorra,2020-08-22,0
AND,Andorra,2020-08-23,0
AND,Andorra,2020-08-24,0
AND,Andorra,2020-08-25,0
AND,Andorra,2020-08-26,0
AND,Andorra,2020-08-27,0
AND,Andorra,2020-08-28,0
AND,Andorra,2020-08-29,0
AND,Andorra,2020-08-30,0
AND,Andorra,2020-08-31,0
