date,country,cnt,V_18_60,V_18_60_adj,V_60,V_60_adj,V_tot,V_tot_adj
2020-05-26,Estonia,EST,0,0,0,0,0,0
2020-05-27,Estonia,EST,0,0,0,0,0,0
2020-05-28,Estonia,EST,0,0,0,0,0,0
2020-05-29,Estonia,EST,0,0,0,0,0,0
2020-05-30,Estonia,EST,0,0,0,0,0,0
2020-05-31,Estonia,EST,0,0,0,0,0,0
2020-06-01,Estonia,EST,0,0,0,0,0,0
2020-06-02,Estonia,EST,0,0,0,0,0,0
2020-06-03,Estonia,EST,0,0,0,0,0,0
2020-06-04,Estonia,EST,0,0,0,0,0,0
2020-06-05,Estonia,EST,0,0,0,0,0,0
2020-06-06,Estonia,EST,0,0,0,0,0,0
2020-06-07,Estonia,EST,0,0,0,0,0,0
2020-06-08,Estonia,EST,0,0,0,0,0,0
2020-06-09,Estonia,EST,0,0,0,0,0,0
2020-06-10,Estonia,EST,0,0,0,0,0,0
2020-06-11,Estonia,EST,0,0,0,0,0,0
2020-06-12,Estonia,EST,0,0,0,0,0,0
2020-06-13,Estonia,EST,0,0,0,0,0,0
2020-06-14,Estonia,EST,0,0,0,0,0,0
2020-06-15,Estonia,EST,0,0,0,0,0,0
2020-06-16,Estonia,EST,0,0,0,0,0,0
2020-06-17,Estonia,EST,0,0,0,0,0,0
2020-06-18,Estonia,EST,0,0,0,0,0,0
2020-06-19,Estonia,EST,0,0,0,0,0,0
2020-06-20,Estonia,EST,0,0,0,0,0,0
2020-06-21,Estonia,EST,0,0,0,0,0,0
2020-06-22,Estonia,EST,0,0,0,0,0,0
2020-06-23,Estonia,EST,0,0,0,0,0,0
2020-06-24,Estonia,EST,0,0,0,0,0,0
2020-06-25,Estonia,EST,0,0,0,0,0,0
2020-06-26,Estonia,EST,0,0,0,0,0,0
2020-06-27,Estonia,EST,0,0,0,0,0,0
2020-06-28,Estonia,EST,0,0,0,0,0,0
2020-06-29,Estonia,EST,0,0,0,0,0,0
2020-06-30,Estonia,EST,0,0,0,0,0,0
2020-07-01,Estonia,EST,0,0,0,0,0,0
2020-07-02,Estonia,EST,0,0,0,0,0,0
2020-07-03,Estonia,EST,0,0,0,0,0,0
2020-07-04,Estonia,EST,0,0,0,0,0,0
2020-07-05,Estonia,EST,0,0,0,0,0,0
2020-07-06,Estonia,EST,0,0,0,0,0,0
2020-07-07,Estonia,EST,0,0,0,0,0,0
2020-07-08,Estonia,EST,0,0,0,0,0,0
2020-07-09,Estonia,EST,0,0,0,0,0,0
2020-07-10,Estonia,EST,0,0,0,0,0,0
2020-07-11,Estonia,EST,0,0,0,0,0,0
2020-07-12,Estonia,EST,0,0,0,0,0,0
2020-07-13,Estonia,EST,0,0,0,0,0,0
2020-07-14,Estonia,EST,0,0,0,0,0,0
2020-07-15,Estonia,EST,0,0,0,0,0,0
2020-07-16,Estonia,EST,0,0,0,0,0,0
2020-07-17,Estonia,EST,0,0,0,0,0,0
2020-07-18,Estonia,EST,0,0,0,0,0,0
2020-07-19,Estonia,EST,0,0,0,0,0,0
2020-07-20,Estonia,EST,0,0,0,0,0,0
2020-07-21,Estonia,EST,0,0,0,0,0,0
2020-07-22,Estonia,EST,0,0,0,0,0,0
2020-07-23,Estonia,EST,0,0,0,0,0,0
2020-07-24,Estonia,EST,0,0,0,0,0,0
2020-07-25,Estonia,EST,0,0,0,0,0,0
2020-07-26,Estonia,EST,0,0,0,0,0,0
2020-07-27,Estonia,EST,0,0,0,0,0,0
2020-07-28,Estonia,EST,0,0,0,0,0,0
2020-07-29,Estonia,EST,0,0,0,0,0,0
2020-07-30,Estonia,EST,0,0,0,0,0,0
2020-07-31,Estonia,EST,0,0,0,0,0,0
2020-08-01,Estonia,EST,0,0,0,0,0,0
2020-08-02,Estonia,EST,0,0,0,0,0,0
2020-08-03,Estonia,EST,0,0,0,0,0,0
2020-08-04,Estonia,EST,0,0,0,0,0,0
2020-08-05,Estonia,EST,0,0,0,0,0,0
2020-08-06,Estonia,EST,0,0,0,0,0,0
2020-08-07,Estonia,EST,0,0,0,0,0,0
2020-08-08,Estonia,EST,0,0,0,0,0,0
2020-08-09,Estonia,EST,0,0,0,0,0,0
2020-08-10,Estonia,EST,0,0,0,0,0,0
2020-08-11,Estonia,EST,0,0,0,0,0,0
2020-08-12,Estonia,EST,0,0,0,0,0,0
2020-08-13,Estonia,EST,0,0,0,0,0,0
2020-08-14,Estonia,EST,0,0,0,0,0,0
2020-08-15,Estonia,EST,0,0,0,0,0,0
2020-08-16,Estonia,EST,0,0,0,0,0,0
2020-08-17,Estonia,EST,0,0,0,0,0,0
2020-08-18,Estonia,EST,0,0,0,0,0,0
2020-08-19,Estonia,EST,0,0,0,0,0,0
2020-08-20,Estonia,EST,0,0,0,0,0,0
2020-08-21,Estonia,EST,0,0,0,0,0,0
2020-08-22,Estonia,EST,0,0,0,0,0,0
2020-08-23,Estonia,EST,0,0,0,0,0,0
2020-08-24,Estonia,EST,0,0,0,0,0,0
2020-08-25,Estonia,EST,0,0,0,0,0,0
2020-08-26,Estonia,EST,0,0,0,0,0,0
2020-08-27,Estonia,EST,0,0,0,0,0,0
2020-08-28,Estonia,EST,0,0,0,0,0,0
2020-08-29,Estonia,EST,0,0,0,0,0,0
2020-08-30,Estonia,EST,0,0,0,0,0,0
2020-08-31,Estonia,EST,0,0,0,0,0,0
2020-09-01,Estonia,EST,0,0,0,0,0,0
2020-09-02,Estonia,EST,0,0,0,0,0,0
2020-09-03,Estonia,EST,0,0,0,0,0,0
2020-09-04,Estonia,EST,0,0,0,0,0,0
2020-09-05,Estonia,EST,0,0,0,0,0,0
2020-09-06,Estonia,EST,0,0,0,0,0,0
2020-09-07,Estonia,EST,0,0,0,0,0,0
2020-09-08,Estonia,EST,0,0,0,0,0,0
2020-09-09,Estonia,EST,0,0,0,0,0,0
2020-09-10,Estonia,EST,0,0,0,0,0,0
2020-09-11,Estonia,EST,0,0,0,0,0,0
2020-09-12,Estonia,EST,0,0,0,0,0,0
2020-09-13,Estonia,EST,0,0,0,0,0,0
2020-09-14,Estonia,EST,0,0,0,0,0,0
2020-09-15,Estonia,EST,0,0,0,0,0,0
2020-09-16,Estonia,EST,0,0,0,0,0,0
2020-09-17,Estonia,EST,0,0,0,0,0,0
2020-09-18,Estonia,EST,0,0,0,0,0,0
2020-09-19,Estonia,EST,0,0,0,0,0,0
2020-09-20,Estonia,EST,0,0,0,0,0,0
2020-09-21,Estonia,EST,0,0,0,0,0,0
2020-09-22,Estonia,EST,0,0,0,0,0,0
2020-09-23,Estonia,EST,0,0,0,0,0,0
2020-09-24,Estonia,EST,0,0,0,0,0,0
2020-09-25,Estonia,EST,0,0,0,0,0,0
2020-09-26,Estonia,EST,0,0,0,0,0,0
2020-09-27,Estonia,EST,0,0,0,0,0,0
2020-09-28,Estonia,EST,0,0,0,0,0,0
2020-09-29,Estonia,EST,0,0,0,0,0,0
2020-09-30,Estonia,EST,0,0,0,0,0,0
2020-10-01,Estonia,EST,0,0,0,0,0,0
2020-10-02,Estonia,EST,0,0,0,0,0,0
2020-10-03,Estonia,EST,0,0,0,0,0,0
2020-10-04,Estonia,EST,0,0,0,0,0,0
2020-10-05,Estonia,EST,0,0,0,0,0,0
2020-10-06,Estonia,EST,0,0,0,0,0,0
2020-10-07,Estonia,EST,0,0,0,0,0,0
2020-10-08,Estonia,EST,0,0,0,0,0,0
2020-10-09,Estonia,EST,0,0,0,0,0,0
2020-10-10,Estonia,EST,0,0,0,0,0,0
2020-10-11,Estonia,EST,0,0,0,0,0,0
2020-10-12,Estonia,EST,0,0,0,0,0,0
2020-10-13,Estonia,EST,0,0,0,0,0,0
2020-10-14,Estonia,EST,0,0,0,0,0,0
2020-10-15,Estonia,EST,0,0,0,0,0,0
2020-10-16,Estonia,EST,0,0,0,0,0,0
2020-10-17,Estonia,EST,0,0,0,0,0,0
2020-10-18,Estonia,EST,0,0,0,0,0,0
2020-10-19,Estonia,EST,0,0,0,0,0,0
2020-10-20,Estonia,EST,0,0,0,0,0,0
2020-10-21,Estonia,EST,0,0,0,0,0,0
2020-10-22,Estonia,EST,0,0,0,0,0,0
2020-10-23,Estonia,EST,0,0,0,0,0,0
2020-10-24,Estonia,EST,0,0,0,0,0,0
2020-10-25,Estonia,EST,0,0,0,0,0,0
2020-10-26,Estonia,EST,0,0,0,0,0,0
2020-10-27,Estonia,EST,0,0,0,0,0,0
2020-10-28,Estonia,EST,0,0,0,0,0,0
2020-10-29,Estonia,EST,0,0,0,0,0,0
2020-10-30,Estonia,EST,0,0,0,0,0,0
2020-10-31,Estonia,EST,0,0,0,0,0,0
2020-11-01,Estonia,EST,0,0,0,0,0,0
2020-11-02,Estonia,EST,0,0,0,0,0,0
2020-11-03,Estonia,EST,0,0,0,0,0,0
2020-11-04,Estonia,EST,0,0,0,0,0,0
2020-11-05,Estonia,EST,0,0,0,0,0,0
2020-11-06,Estonia,EST,0,0,0,0,0,0
2020-11-07,Estonia,EST,0,0,0,0,0,0
2020-11-08,Estonia,EST,0,0,0,0,0,0
2020-11-09,Estonia,EST,0,0,0,0,0,0
2020-11-10,Estonia,EST,0,0,0,0,0,0
2020-11-11,Estonia,EST,0,0,0,0,0,0
2020-11-12,Estonia,EST,0,0,0,0,0,0
2020-11-13,Estonia,EST,0,0,0,0,0,0
2020-11-14,Estonia,EST,0,0,0,0,0,0
2020-11-15,Estonia,EST,0,0,0,0,0,0
2020-11-16,Estonia,EST,0,0,0,0,0,0
2020-11-17,Estonia,EST,0,0,0,0,0,0
2020-11-18,Estonia,EST,0,0,0,0,0,0
2020-11-19,Estonia,EST,0,0,0,0,0,0
2020-11-20,Estonia,EST,0,0,0,0,0,0
2020-11-21,Estonia,EST,0,0,0,0,0,0
2020-11-22,Estonia,EST,0,0,0,0,0,0
2020-11-23,Estonia,EST,0,0,0,0,0,0
2020-11-24,Estonia,EST,0,0,0,0,0,0
2020-11-25,Estonia,EST,0,0,0,0,0,0
2020-11-26,Estonia,EST,0,0,0,0,0,0
2020-11-27,Estonia,EST,0,0,0,0,0,0
2020-11-28,Estonia,EST,0,0,0,0,0,0
2020-11-29,Estonia,EST,0,0,0,0,0,0
2020-11-30,Estonia,EST,0,0,0,0,0,0
2020-12-01,Estonia,EST,0,0,0,0,0,0
2020-12-02,Estonia,EST,0,0,0,0,0,0
2020-12-03,Estonia,EST,0,0,0,0,0,0
2020-12-04,Estonia,EST,0,0,0,0,0,0
2020-12-05,Estonia,EST,0,0,0,0,0,0
2020-12-06,Estonia,EST,0,0,0,0,0,0
2020-12-07,Estonia,EST,0,0,0,0,0,0
2020-12-08,Estonia,EST,0,0,0,0,0,0
2020-12-09,Estonia,EST,0,0,0,0,0,0
2020-12-10,Estonia,EST,0,0,0,0,0,0
2020-12-11,Estonia,EST,0,0,0,0,0,0
2020-12-12,Estonia,EST,0,0,0,0,0,0
2020-12-13,Estonia,EST,0,0,0,0,0,0
2020-12-14,Estonia,EST,0,0,0,0,0,0
2020-12-15,Estonia,EST,0,0,0,0,0,0
2020-12-16,Estonia,EST,0,0,0,0,0,0
2020-12-17,Estonia,EST,0,0,0,0,0,0
2020-12-18,Estonia,EST,0,0,0,0,0,0
2020-12-19,Estonia,EST,0,0,0,0,0,0
2020-12-20,Estonia,EST,2.2502875367408058e-4,2.3523692270890865e-4,8.238074676726587e-5,7.914759554127403e-5,1.4371967590084394e-4,1.6420360247440747e-4
2020-12-21,Estonia,EST,5.768594241010161e-4,6.030279844045833e-4,3.0882634625561245e-4,2.9670601087147553e-4,3.9439602908017683e-4,4.506080908590883e-4
2020-12-22,Estonia,EST,9.286900945279516e-4,9.708190461002579e-4,5.35271945743959e-4,5.142644262016771e-4,6.450723822595096e-4,7.37012579243769e-4
2020-12-23,Estonia,EST,0.001280520764954887,0.0013386101077959326,7.617175452323056e-4,7.318228415318786e-4,8.957487354388426e-4,0.00102341706762845
2020-12-24,Estonia,EST,0.0016323514353818226,0.0017064011694916071,9.881631447206521e-4,9.493812568620801e-4,0.0011464250886181755,0.0013098215560131308
2020-12-25,Estonia,EST,0.001984182105808758,0.0020741922311872823,0.0012146087442089987,0.0011669396721922815,0.0013971014417975085,0.0015962260443978117
2020-12-26,Estonia,EST,0.0023360127762356935,0.0024419832928829566,0.0014410543436973453,0.001384498087522483,0.0016477777949768413,0.0018826305327824923
2020-12-27,Estonia,EST,0.0026878434466626293,0.0028097743545786313,0.001667499943185692,0.0016020565028526845,0.0018984541481561743,0.002169035021167173
2020-12-28,Estonia,EST,0.003907443728920918,0.004084700392470123,0.0025789637719506138,0.0024777486190384057,0.002800652532476132,0.0031998209864384534
2020-12-29,Estonia,EST,0.005127044011179206,0.005359626430361615,0.0034904276007155354,0.0033534407352241273,0.0037028509167960897,0.004230606951709734
2020-12-30,Estonia,EST,0.006346644293437494,0.006634552468253108,0.004401891429480457,0.004229132851409849,0.004605049301116047,0.005261392916981014
2020-12-31,Estonia,EST,0.0075662445756957825,0.0079094785061446,0.005313355258245379,0.00510482496759557,0.005507247685436005,0.0062921788822522945
2021-01-01,Estonia,EST,0.008785844857954072,0.009184404544036094,0.006224819087010301,0.005980517083781292,0.006409446069755962,0.007322964847523575
2021-01-02,Estonia,EST,0.010005445140212359,0.010459330581927585,0.007136282915775223,0.006856209199967012,0.00731164445407592,0.008353750812794856
2021-01-03,Estonia,EST,0.011225045422470648,0.011734256619819078,0.008047746744540145,0.007731901316152734,0.008213842838395878,0.009384536778066136
2021-01-04,Estonia,EST,0.012016813259472042,0.012561942088609683,0.009322822145243343,0.008956934543693045,0.008980491102064404,0.010260453077877261
2021-01-05,Estonia,EST,0.012808581096473436,0.013389627557400287,0.010597897545946543,0.010181967771233355,0.00974713936573293,0.011136369377688386
2021-01-06,Estonia,EST,0.013600348933474832,0.014217313026190892,0.011872972946649742,0.011407000998773665,0.010513787629401455,0.01201228567749951
2021-01-07,Estonia,EST,0.014392116770476226,0.015044998494981495,0.01314804834735294,0.012632034226313975,0.011280435893069981,0.012888201977310637
2021-01-08,Estonia,EST,0.015183884607477622,0.015872683963772102,0.01442312374805614,0.013857067453854286,0.012047084156738507,0.013764118277121762
2021-01-09,Estonia,EST,0.015975652444479016,0.016700369432562704,0.015698199148759338,0.015082100681394596,0.012813732420407033,0.014640034576932887
2021-01-10,Estonia,EST,0.01676742028148041,0.01752805490135331,0.016973274549462538,0.016307133908934908,0.01358038068407556,0.015515950876744011
2021-01-11,Estonia,EST,0.01721807310299173,0.017999151066672475,0.018256060463409964,0.017539575039506174,0.014164503884408533,0.016183327373263032
2021-01-12,Estonia,EST,0.01766872592450305,0.018470247231991636,0.019538846377357387,0.01877201617007744,0.014748627084741507,0.016850703869782054
2021-01-13,Estonia,EST,0.01811937874601437,0.0189413433973108,0.020821632291304813,0.020004457300648707,0.01533275028507448,0.01751808036630107
2021-01-14,Estonia,EST,0.01857003156752569,0.019412439562629964,0.02210441820525224,0.021236898431219974,0.015916873485407455,0.018185456862820092
2021-01-15,Estonia,EST,0.01902068438903701,0.01988353572794913,0.023387204119199666,0.02246933956179124,0.01650099668574043,0.018852833359339113
2021-01-16,Estonia,EST,0.01947133721054833,0.02035463189326829,0.02466999003314709,0.023701780692362506,0.0170851198860734,0.019520209855858135
2021-01-17,Estonia,EST,0.01992199003205965,0.020825728058587456,0.025952775947094515,0.024934221822933773,0.017669243086406376,0.020187586352377156
2021-01-18,Estonia,EST,0.020402011685620145,0.021327525339039706,0.026836644254774836,0.025783401444061334,0.018163608673143834,0.02075241235670012
2021-01-19,Estonia,EST,0.02088203333918064,0.021829322619491952,0.027720512562455158,0.026632581065188895,0.01865797425988129,0.021317238361023078
2021-01-20,Estonia,EST,0.021362054992741134,0.022331119899944202,0.028604380870135476,0.027481760686316456,0.019152339846618748,0.02188206436534604
2021-01-21,Estonia,EST,0.021842076646301632,0.022832917180396452,0.029488249177815798,0.02833094030744402,0.019646705433356206,0.022446890369669
2021-01-22,Estonia,EST,0.022322098299862127,0.023334714460848702,0.03037211748549612,0.02918011992857158,0.020141071020093666,0.023011716373991964
2021-01-23,Estonia,EST,0.02280211995342262,0.02383651174130095,0.03125598579317644,0.030029299549699143,0.020635436606831124,0.023576542378314923
2021-01-24,Estonia,EST,0.023282141606983116,0.0243383090217532,0.03213985410085676,0.030878479170826704,0.02112980219356858,0.024141368382637887
2021-01-25,Estonia,EST,0.023933018425370226,0.025018712113891842,0.03390475000081163,0.03257410918564937,0.021950412519542436,0.025078937792727362
2021-01-26,Estonia,EST,0.02458389524375734,0.025699115206030482,0.03566964590076651,0.034269739200472035,0.022771022845516287,0.026016507202816834
2021-01-27,Estonia,EST,0.02523477206214445,0.026379518298169126,0.03743454180072138,0.035965369215294696,0.023591633171490142,0.02695407661290631
2021-01-28,Estonia,EST,0.02588564888053156,0.027059921390307766,0.03919943770067626,0.037660999230117356,0.024412243497463997,0.02789164602299578
2021-01-29,Estonia,EST,0.02653652569891867,0.02774032448244641,0.04096433360063113,0.039356629244940024,0.025232853823437852,0.028829215433085257
2021-01-30,Estonia,EST,0.02718740251730578,0.02842072757458505,0.042729229500586,0.04105225925976269,0.026053464149411704,0.02976678484317473
2021-01-31,Estonia,EST,0.027838279335692894,0.029101130666723693,0.044494125400540874,0.04274788927458535,0.02687407447538556,0.030704354253264204
2021-02-01,Estonia,EST,0.028296075927162122,0.029579694670859014,0.047727265348791154,0.04585413998235545,0.027979544293608653,0.03196738330924536
2021-02-02,Estonia,EST,0.02875387251863135,0.030058258674994332,0.05096040529704143,0.048960390690125546,0.02908501411183175,0.033230412365226517
2021-02-03,Estonia,EST,0.029211669110100577,0.030536822679129653,0.05419354524529172,0.05206664139789565,0.030190483930054846,0.03449344142120767
2021-02-04,Estonia,EST,0.029669465701569805,0.03101538668326497,0.057426685193542,0.05517289210566575,0.03129595374827794,0.03575647047718883
2021-02-05,Estonia,EST,0.030127262293039032,0.03149395068740029,0.06065982514179229,0.05827914281343585,0.03240142356650104,0.037019499533169985
2021-02-06,Estonia,EST,0.03058505888450826,0.031972514691535614,0.06389296509004257,0.06138539352120595,0.03350689338472413,0.03828252858915114
2021-02-07,Estonia,EST,0.031042855475977488,0.03245107869567093,0.06712610503829285,0.06449164422897605,0.03461236320294723,0.0395455576451323
2021-02-08,Estonia,EST,0.03243092966640976,0.03390212126564343,0.07088437152012363,0.06810241212211762,0.03636043303802541,0.041542774536260804
2021-02-09,Estonia,EST,0.03381900385684203,0.03535316383561593,0.07464263800195442,0.07171318001525918,0.038108502873103585,0.04353999142738931
2021-02-10,Estonia,EST,0.0352070780472743,0.03680420640558843,0.0784009044837852,0.07532394790840076,0.03985657270818176,0.04553720831851782
2021-02-11,Estonia,EST,0.03659515223770656,0.03825524897556093,0.08215917096561598,0.07893471580154232,0.04160464254325995,0.04753442520964633
2021-02-12,Estonia,EST,0.03798322642813883,0.039706291545533436,0.08591743744744676,0.0825454836946839,0.043352712378338126,0.04953164210077484
2021-02-13,Estonia,EST,0.0393713006185711,0.041157334115505935,0.08967570392927754,0.08615625158782546,0.045100782213416304,0.05152885899190335
2021-02-14,Estonia,EST,0.04075937480900337,0.042608376685478434,0.09343397041110833,0.08976701948096703,0.04684885204849448,0.053526075883031855
2021-02-15,Estonia,EST,0.04270803650307698,0.04464543716255205,0.09607137175712045,0.09230091220718743,0.0486041239914899,0.05553152137652819
2021-02-16,Estonia,EST,0.04465669819715059,0.04668249763962567,0.09870877310313259,0.09483480493340782,0.05035939593448533,0.057536966870024527
2021-02-17,Estonia,EST,0.04660535989122419,0.048719558116699285,0.1013461744491447,0.09736869765962822,0.05211466787748075,0.059542412363520855
2021-02-18,Estonia,EST,0.0485540215852978,0.05075661859377291,0.10398357579515682,0.0999025903858486,0.05386993982047617,0.06154785785701719
2021-02-19,Estonia,EST,0.05050268327937141,0.052793679070846526,0.10662097714116894,0.102436483112069,0.0556252117634716,0.06355330335051353
2021-02-20,Estonia,EST,0.052451344973445016,0.05483073954792014,0.10925837848718108,0.10497037583828939,0.05738048370646702,0.06555874884400986
2021-02-21,Estonia,EST,0.054400006667518624,0.05686780002499376,0.1118957798331932,0.10750426856450979,0.05913575564946244,0.0675641943375062
2021-02-22,Estonia,EST,0.05695033254249154,0.05953381848236139,0.11624897328428906,0.11168661465993464,0.06167122011877673,0.0704610308158636
2021-02-23,Estonia,EST,0.05950065841746445,0.062199836939729025,0.12060216673538493,0.1158689607553595,0.06420668458809102,0.073357867294221
2021-02-24,Estonia,EST,0.06205098429243736,0.06486585539709665,0.12495536018648079,0.12005130685078436,0.06674214905740532,0.07625470377257841
2021-02-25,Estonia,EST,0.06460131016741028,0.06753187385446428,0.12930855363757665,0.12423365294620922,0.0692776135267196,0.0791515402509358
2021-02-26,Estonia,EST,0.0671516360423832,0.07019789231183192,0.13366174708867254,0.1284159990416341,0.0718130779960339,0.08204837672929322
2021-02-27,Estonia,EST,0.0697019619173561,0.07286391076919954,0.1380149405397684,0.13259834513705893,0.07434854246534818,0.08494521320765061
2021-02-28,Estonia,EST,0.07225228779232902,0.07552992922656718,0.14236813399086426,0.1367806912324838,0.07688400693466248,0.08784204968600802
2021-03-01,Estonia,EST,0.07480340741951948,0.07819677744380327,0.15176887290152294,0.14581248458575283,0.08075702108777198,0.09226707272052777
2021-03-02,Estonia,EST,0.07735452704670993,0.08086362566103937,0.16116961181218165,0.15484427793902183,0.08463003524088149,0.09669209575504752
2021-03-03,Estonia,EST,0.07990564667390039,0.08353047387827546,0.17057035072284032,0.16387607129229087,0.08850304939399099,0.10111711878956726
2021-03-04,Estonia,EST,0.08245676630109086,0.08619732209551155,0.179971089633499,0.1729078646455599,0.0923760635471005,0.10554214182408701
2021-03-05,Estonia,EST,0.08500788592828132,0.08886417031274765,0.18937182854415768,0.18193965799882894,0.09624907770021,0.10996716485860676
2021-03-06,Estonia,EST,0.087559005555471775,0.09153101852998374,0.19877256745481636,0.19097145135209795,0.10012209185331951,0.11439218789312651
2021-03-07,Estonia,EST,0.09011012518266223,0.09419786674721983,0.20817330636547507,0.20000324470536698,0.10399510600642901,0.11881721092764626
2021-03-08,Estonia,EST,0.09243879575088564,0.09663217476131952,0.21512047879852347,0.20667776533625895,0.10709824707142944,0.12236263321353347
2021-03-09,Estonia,EST,0.09476746631910903,0.0990664827754192,0.22206765123157185,0.21335228596715092,0.11020138813642985,0.12590805549942066
2021-03-10,Estonia,EST,0.09709613688733243,0.10150079078951889,0.22901482366462025,0.22002680659804288,0.11330452920143028,0.12945347778530789
2021-03-11,Estonia,EST,0.09942480745555583,0.10393509880361858,0.23596199609766866,0.22670132722893488,0.11640767026643069,0.13299890007119508
2021-03-12,Estonia,EST,0.10175347802377924,0.10636940681771827,0.24290916853071703,0.23337584785982685,0.11951081133143111,0.13654432235708228
2021-03-13,Estonia,EST,0.10408214859200263,0.10880371483181794,0.24985634096376544,0.2400503684907188,0.12261395239643152,0.1400897446429695
2021-03-14,Estonia,EST,0.10641081916022603,0.11123802284591763,0.25680351339681384,0.24672488912161078,0.12571709346143195,0.1436351669288567
2021-03-15,Estonia,EST,0.10784175597040574,0.11273387244878706,0.26476279214728865,0.2543717944977241,0.12860126894691853,0.14693041513976982
2021-03-16,Estonia,EST,0.10927269278058546,0.1142297220516565,0.27272207089776346,0.26201869987383747,0.1314854444324051,0.1502256633506829
2021-03-17,Estonia,EST,0.11070362959076517,0.11572557165452593,0.28068134964823827,0.2696656052499508,0.13436961991789168,0.15352091156159603
2021-03-18,Estonia,EST,0.11213456640094488,0.11722142125739538,0.2886406283987131,0.27731251062606416,0.13725379540337823,0.15681615977250912
2021-03-19,Estonia,EST,0.11356550321112459,0.1187172708602648,0.2965999071491879,0.2849594160021775,0.14013797088886482,0.16011140798342224
2021-03-20,Estonia,EST,0.11499644002130431,0.12021312046313423,0.3045591858996627,0.29260632137829085,0.14302214637435137,0.16340665619433534
2021-03-21,Estonia,EST,0.11642737683148402,0.12170897006600367,0.3125184646501375,0.3002532267544042,0.14590632185983796,0.16670190440524846
2021-03-22,Estonia,EST,0.11849033884488415,0.12386551596413578,0.32140543988883874,0.30879141983203157,0.14937956527646634,0.1706701786008734
2021-03-23,Estonia,EST,0.12055330085828427,0.1260220618622679,0.33029241512754004,0.31732961290965894,0.15285280869309475,0.1746384527964984
2021-03-24,Estonia,EST,0.1226162628716844,0.1281786077604,0.3391793903662413,0.3258678059872863,0.15632605210972314,0.17860672699212335
2021-03-25,Estonia,EST,0.12467922488508451,0.13033515365853213,0.34806636560494253,0.33440599906491375,0.15979929552635155,0.18257500118774833
2021-03-26,Estonia,EST,0.12674218689848463,0.13249169955666423,0.35695334084364383,0.3429441921425411,0.16327253894297994,0.18654327538337329
2021-03-27,Estonia,EST,0.12880514891188477,0.13464824545479634,0.3658403160823451,0.3514823852201685,0.16674578235960835,0.19051154957899824
2021-03-28,Estonia,EST,0.1308681109252849,0.13680479135292845,0.3747272913210463,0.3600205782977959,0.17021902577623674,0.19447982377462322
2021-03-29,Estonia,EST,0.13249669203763337,0.13850725116304485,0.38461014021771245,0.3695155605353163,0.17372000268305393,0.19847978423011237
2021-03-30,Estonia,EST,0.13412527314998185,0.1402097109731613,0.3944929891143786,0.37901054277283674,0.17722097958987112,0.2024797446856015
2021-03-31,Estonia,EST,0.13575385426233033,0.1419121707832777,0.4043758380110447,0.3885055250103572,0.18072195649668832,0.20647970514109065
2021-04-01,Estonia,EST,0.13738243537467884,0.1436146305933941,0.41425868690771084,0.39800050724787756,0.1842229334035055,0.21047966559657977
2021-04-02,Estonia,EST,0.13901101648702732,0.1453170904035105,0.42414153580437697,0.407495489485398,0.1877239103103227,0.2144796260520689
2021-04-03,Estonia,EST,0.1406395975993758,0.14701955021362695,0.4340243847010431,0.4169904717229184,0.1912248872171399,0.21847958650755805
2021-04-04,Estonia,EST,0.14226817871172429,0.14872201002374336,0.44390723359770923,0.42648545396043885,0.1947258641239571,0.2224795469630472
2021-04-05,Estonia,EST,0.14405035087816778,0.15058502836840712,0.4519858223952263,0.43424698688871544,0.1978329824724342,0.22602951340248081
2021-04-06,Estonia,EST,0.14583252304461125,0.15244804671307088,0.46006441119274333,0.44200851981699196,0.20094010082091132,0.22957947984191443
2021-04-07,Estonia,EST,0.14761469521105475,0.15431106505773465,0.4681429999902604,0.44977005274526854,0.20404721916938842,0.23312944628134805
2021-04-08,Estonia,EST,0.14939686737749824,0.1561740834023984,0.47622158878777743,0.4575315856735451,0.20715433751786552,0.23667941272078166
2021-04-09,Estonia,EST,0.15117903954394174,0.15803710174706218,0.48430017758529453,0.4652931186018217,0.21026145586634262,0.24022937916021528
2021-04-10,Estonia,EST,0.1529612117103852,0.15990012009172594,0.4923787663828116,0.47305465153009824,0.21336857421481975,0.2437793455996489
2021-04-11,Estonia,EST,0.1547433838768287,0.1617631384363897,0.5004573551803286,0.4808161844583748,0.21647569256329685,0.2473293120390825
2021-04-12,Estonia,EST,0.1568198396779271,0.16393379025228566,0.5056996925534298,0.4858527787401589,0.2189907331444876,0.25020281367490427
2021-04-13,Estonia,EST,0.1588962954790255,0.16610444206818162,0.510942029926531,0.4908893730219431,0.22150577372567837,0.25307631531072605
2021-04-14,Estonia,EST,0.1609727512801239,0.16827509388407758,0.5161843672996322,0.4959259673037272,0.22402081430686913,0.25594981694654784
2021-04-15,Estonia,EST,0.16304920708122228,0.17044574569997356,0.5214267046727333,0.5009625615855113,0.2265358548880599,0.2588233185823696
2021-04-16,Estonia,EST,0.16512566288232067,0.17261639751586952,0.5266690420458345,0.5059991558672955,0.22905089546925067,0.2616968202181914
2021-04-17,Estonia,EST,0.16720211868341908,0.17478704933176548,0.5319113794189357,0.5110357501490795,0.23156593605044143,0.2645703218540132
