country,cnt,date,V_all,V_all_adj
Albania,ALB,2020-01-01,0,0
Albania,ALB,2020-01-02,0,0
Albania,ALB,2020-01-03,0,0
Albania,ALB,2020-01-04,0,0
Albania,ALB,2020-01-05,0,0
Albania,ALB,2020-01-06,0,0
Albania,ALB,2020-01-07,0,0
Albania,ALB,2020-01-08,0,0
Albania,ALB,2020-01-09,0,0
Albania,ALB,2020-01-10,0,0
Albania,ALB,2020-01-11,0,0
Albania,ALB,2020-01-12,0,0
Albania,ALB,2020-01-13,0,0
Albania,ALB,2020-01-14,0,0
Albania,ALB,2020-01-15,0,0
Albania,ALB,2020-01-16,0,0
Albania,ALB,2020-01-17,0,0
Albania,ALB,2020-01-18,0,0
Albania,ALB,2020-01-19,0,0
Albania,ALB,2020-01-20,0,0
Albania,ALB,2020-01-21,0,0
Albania,ALB,2020-01-22,0,0
Albania,ALB,2020-01-23,0,0
Albania,ALB,2020-01-24,0,0
Albania,ALB,2020-01-25,0,0
Albania,ALB,2020-01-26,0,0
Albania,ALB,2020-01-27,0,0
Albania,ALB,2020-01-28,0,0
Albania,ALB,2020-01-29,0,0
Albania,ALB,2020-01-30,0,0
Albania,ALB,2020-01-31,0,0
Albania,ALB,2020-02-01,0,0
Albania,ALB,2020-02-02,0,0
Albania,ALB,2020-02-03,0,0
Albania,ALB,2020-02-04,0,0
Albania,ALB,2020-02-05,0,0
Albania,ALB,2020-02-06,0,0
Albania,ALB,2020-02-07,0,0
Albania,ALB,2020-02-08,0,0
Albania,ALB,2020-02-09,0,0
Albania,ALB,2020-02-10,0,0
Albania,ALB,2020-02-11,0,0
Albania,ALB,2020-02-12,0,0
Albania,ALB,2020-02-13,0,0
Albania,ALB,2020-02-14,0,0
Albania,ALB,2020-02-15,0,0
Albania,ALB,2020-02-16,0,0
Albania,ALB,2020-02-17,0,0
Albania,ALB,2020-02-18,0,0
Albania,ALB,2020-02-19,0,0
Albania,ALB,2020-02-20,0,0
Albania,ALB,2020-02-21,0,0
Albania,ALB,2020-02-22,0,0
Albania,ALB,2020-02-23,0,0
Albania,ALB,2020-02-24,0,0
Albania,ALB,2020-02-25,0,0
Albania,ALB,2020-02-26,0,0
Albania,ALB,2020-02-27,0,0
Albania,ALB,2020-02-28,0,0
Albania,ALB,2020-02-29,0,0
Albania,ALB,2020-03-01,0,0
Albania,ALB,2020-03-02,0,0
Albania,ALB,2020-03-03,0,0
Albania,ALB,2020-03-04,0,0
Albania,ALB,2020-03-05,0,0
Albania,ALB,2020-03-06,0,0
Albania,ALB,2020-03-07,0,0
Albania,ALB,2020-03-08,0,0
Albania,ALB,2020-03-09,0,0
Albania,ALB,2020-03-10,0,0
Albania,ALB,2020-03-11,0,0
Albania,ALB,2020-03-12,0,0
Albania,ALB,2020-03-13,0,0
Albania,ALB,2020-03-14,0,0
Albania,ALB,2020-03-15,0,0
Albania,ALB,2020-03-16,0,0
Albania,ALB,2020-03-17,0,0
Albania,ALB,2020-03-18,0,0
Albania,ALB,2020-03-19,0,0
Albania,ALB,2020-03-20,0,0
Albania,ALB,2020-03-21,0,0
Albania,ALB,2020-03-22,0,0
Albania,ALB,2020-03-23,0,0
Albania,ALB,2020-03-24,0,0
Albania,ALB,2020-03-25,0,0
Albania,ALB,2020-03-26,0,0
Albania,ALB,2020-03-27,0,0
Albania,ALB,2020-03-28,0,0
Albania,ALB,2020-03-29,0,0
Albania,ALB,2020-03-30,0,0
Albania,ALB,2020-03-31,0,0
Albania,ALB,2020-04-01,0,0
Albania,ALB,2020-04-02,0,0
Albania,ALB,2020-04-03,0,0
Albania,ALB,2020-04-04,0,0
Albania,ALB,2020-04-05,0,0
Albania,ALB,2020-04-06,0,0
Albania,ALB,2020-04-07,0,0
Albania,ALB,2020-04-08,0,0
Albania,ALB,2020-04-09,0,0
Albania,ALB,2020-04-10,0,0
Albania,ALB,2020-04-11,0,0
Albania,ALB,2020-04-12,0,0
Albania,ALB,2020-04-13,0,0
Albania,ALB,2020-04-14,0,0
Albania,ALB,2020-04-15,0,0
Albania,ALB,2020-04-16,0,0
Albania,ALB,2020-04-17,0,0
Albania,ALB,2020-04-18,0,0
Albania,ALB,2020-04-19,0,0
Albania,ALB,2020-04-20,0,0
Albania,ALB,2020-04-21,0,0
Albania,ALB,2020-04-22,0,0
Albania,ALB,2020-04-23,0,0
Albania,ALB,2020-04-24,0,0
Albania,ALB,2020-04-25,0,0
Albania,ALB,2020-04-26,0,0
Albania,ALB,2020-04-27,0,0
Albania,ALB,2020-04-28,0,0
Albania,ALB,2020-04-29,0,0
Albania,ALB,2020-04-30,0,0
Albania,ALB,2020-05-01,0,0
Albania,ALB,2020-05-02,0,0
Albania,ALB,2020-05-03,0,0
Albania,ALB,2020-05-04,0,0
Albania,ALB,2020-05-05,0,0
Albania,ALB,2020-05-06,0,0
Albania,ALB,2020-05-07,0,0
Albania,ALB,2020-05-08,0,0
Albania,ALB,2020-05-09,0,0
Albania,ALB,2020-05-10,0,0
Albania,ALB,2020-05-11,0,0
Albania,ALB,2020-05-12,0,0
Albania,ALB,2020-05-13,0,0
Albania,ALB,2020-05-14,0,0
Albania,ALB,2020-05-15,0,0
Albania,ALB,2020-05-16,0,0
Albania,ALB,2020-05-17,0,0
Albania,ALB,2020-05-18,0,0
Albania,ALB,2020-05-19,0,0
Albania,ALB,2020-05-20,0,0
Albania,ALB,2020-05-21,0,0
Albania,ALB,2020-05-22,0,0
Albania,ALB,2020-05-23,0,0
Albania,ALB,2020-05-24,0,0
Albania,ALB,2020-05-25,0,0
Albania,ALB,2020-05-26,0,0
Albania,ALB,2020-05-27,0,0
Albania,ALB,2020-05-28,0,0
Albania,ALB,2020-05-29,0,0
Albania,ALB,2020-05-30,0,0
Albania,ALB,2020-05-31,0,0
Albania,ALB,2020-06-01,0,0
Albania,ALB,2020-06-02,0,0
Albania,ALB,2020-06-03,0,0
Albania,ALB,2020-06-04,0,0
Albania,ALB,2020-06-05,0,0
Albania,ALB,2020-06-06,0,0
Albania,ALB,2020-06-07,0,0
Albania,ALB,2020-06-08,0,0
Albania,ALB,2020-06-09,0,0
Albania,ALB,2020-06-10,0,0
Albania,ALB,2020-06-11,0,0
Albania,ALB,2020-06-12,0,0
Albania,ALB,2020-06-13,0,0
Albania,ALB,2020-06-14,0,0
Albania,ALB,2020-06-15,0,0
Albania,ALB,2020-06-16,0,0
Albania,ALB,2020-06-17,0,0
Albania,ALB,2020-06-18,0,0
Albania,ALB,2020-06-19,0,0
Albania,ALB,2020-06-20,0,0
Albania,ALB,2020-06-21,0,0
Albania,ALB,2020-06-22,0,0
Albania,ALB,2020-06-23,0,0
Albania,ALB,2020-06-24,0,0
Albania,ALB,2020-06-25,0,0
Albania,ALB,2020-06-26,0,0
Albania,ALB,2020-06-27,0,0
Albania,ALB,2020-06-28,0,0
Albania,ALB,2020-06-29,0,0
Albania,ALB,2020-06-30,0,0
Albania,ALB,2020-07-01,0,0
Albania,ALB,2020-07-02,0,0
Albania,ALB,2020-07-03,0,0
Albania,ALB,2020-07-04,0,0
Albania,ALB,2020-07-05,0,0
Albania,ALB,2020-07-06,0,0
Albania,ALB,2020-07-07,0,0
Albania,ALB,2020-07-08,0,0
Albania,ALB,2020-07-09,0,0
Albania,ALB,2020-07-10,0,0
Albania,ALB,2020-07-11,0,0
Albania,ALB,2020-07-12,0,0
Albania,ALB,2020-07-13,0,0
Albania,ALB,2020-07-14,0,0
Albania,ALB,2020-07-15,0,0
Albania,ALB,2020-07-16,0,0
Albania,ALB,2020-07-17,0,0
Albania,ALB,2020-07-18,0,0
Albania,ALB,2020-07-19,0,0
Albania,ALB,2020-07-20,0,0
Albania,ALB,2020-07-21,0,0
Albania,ALB,2020-07-22,0,0
Albania,ALB,2020-07-23,0,0
Albania,ALB,2020-07-24,0,0
Albania,ALB,2020-07-25,0,0
Albania,ALB,2020-07-26,0,0
Albania,ALB,2020-07-27,0,0
Albania,ALB,2020-07-28,0,0
Albania,ALB,2020-07-29,0,0
Albania,ALB,2020-07-30,0,0
Albania,ALB,2020-07-31,0,0
Albania,ALB,2020-08-01,0,0
Albania,ALB,2020-08-02,0,0
Albania,ALB,2020-08-03,0,0
Albania,ALB,2020-08-04,0,0
Albania,ALB,2020-08-05,0,0
Albania,ALB,2020-08-06,0,0
Albania,ALB,2020-08-07,0,0
Albania,ALB,2020-08-08,0,0
Albania,ALB,2020-08-09,0,0
Albania,ALB,2020-08-10,0,0
Albania,ALB,2020-08-11,0,0
Albania,ALB,2020-08-12,0,0
Albania,ALB,2020-08-13,0,0
Albania,ALB,2020-08-14,0,0
Albania,ALB,2020-08-15,0,0
Albania,ALB,2020-08-16,0,0
Albania,ALB,2020-08-17,0,0
Albania,ALB,2020-08-18,0,0
Albania,ALB,2020-08-19,0,0
Albania,ALB,2020-08-20,0,0
Albania,ALB,2020-08-21,0,0
Albania,ALB,2020-08-22,0,0
Albania,ALB,2020-08-23,0,0
Albania,ALB,2020-08-24,0,0
Albania,ALB,2020-08-25,0,0
Albania,ALB,2020-08-26,0,0
Albania,ALB,2020-08-27,0,0
Albania,ALB,2020-08-28,0,0
Albania,ALB,2020-08-29,0,0
Albania,ALB,2020-08-30,0,0
Albania,ALB,2020-08-31,0,0
Albania,ALB,2020-09-01,0,0
Albania,ALB,2020-09-02,0,0
Albania,ALB,2020-09-03,0,0
Albania,ALB,2020-09-04,0,0
Albania,ALB,2020-09-05,0,0
Albania,ALB,2020-09-06,0,0
Albania,ALB,2020-09-07,0,0
Albania,ALB,2020-09-08,0,0
Albania,ALB,2020-09-09,0,0
Albania,ALB,2020-09-10,0,0
Albania,ALB,2020-09-11,0,0
Albania,ALB,2020-09-12,0,0
Albania,ALB,2020-09-13,0,0
Albania,ALB,2020-09-14,0,0
Albania,ALB,2020-09-15,0,0
Albania,ALB,2020-09-16,0,0
Albania,ALB,2020-09-17,0,0
Albania,ALB,2020-09-18,0,0
Albania,ALB,2020-09-19,0,0
Albania,ALB,2020-09-20,0,0
Albania,ALB,2020-09-21,0,0
Albania,ALB,2020-09-22,0,0
Albania,ALB,2020-09-23,0,0
Albania,ALB,2020-09-24,0,0
Albania,ALB,2020-09-25,0,0
Albania,ALB,2020-09-26,0,0
Albania,ALB,2020-09-27,0,0
Albania,ALB,2020-09-28,0,0
Albania,ALB,2020-09-29,0,0
Albania,ALB,2020-09-30,0,0
Albania,ALB,2020-10-01,0,0
Albania,ALB,2020-10-02,0,0
Albania,ALB,2020-10-03,0,0
Albania,ALB,2020-10-04,0,0
Albania,ALB,2020-10-05,0,0
Albania,ALB,2020-10-06,0,0
Albania,ALB,2020-10-07,0,0
Albania,ALB,2020-10-08,0,0
Albania,ALB,2020-10-09,0,0
Albania,ALB,2020-10-10,0,0
Albania,ALB,2020-10-11,0,0
Albania,ALB,2020-10-12,0,0
Albania,ALB,2020-10-13,0,0
Albania,ALB,2020-10-14,0,0
Albania,ALB,2020-10-15,0,0
Albania,ALB,2020-10-16,0,0
Albania,ALB,2020-10-17,0,0
Albania,ALB,2020-10-18,0,0
Albania,ALB,2020-10-19,0,0
Albania,ALB,2020-10-20,0,0
Albania,ALB,2020-10-21,0,0
Albania,ALB,2020-10-22,0,0
Albania,ALB,2020-10-23,0,0
Albania,ALB,2020-10-24,0,0
Albania,ALB,2020-10-25,0,0
Albania,ALB,2020-10-26,0,0
Albania,ALB,2020-10-27,0,0
Albania,ALB,2020-10-28,0,0
Albania,ALB,2020-10-29,0,0
Albania,ALB,2020-10-30,0,0
Albania,ALB,2020-10-31,0,0
Albania,ALB,2020-11-01,0,0
Albania,ALB,2020-11-02,0,0
Albania,ALB,2020-11-03,0,0
Albania,ALB,2020-11-04,0,0
Albania,ALB,2020-11-05,0,0
Albania,ALB,2020-11-06,0,0
Albania,ALB,2020-11-07,0,0
Albania,ALB,2020-11-08,0,0
Albania,ALB,2020-11-09,0,0
Albania,ALB,2020-11-10,0,0
Albania,ALB,2020-11-11,0,0
Albania,ALB,2020-11-12,0,0
Albania,ALB,2020-11-13,0,0
Albania,ALB,2020-11-14,0,0
Albania,ALB,2020-11-15,0,0
Albania,ALB,2020-11-16,0,0
Albania,ALB,2020-11-17,0,0
Albania,ALB,2020-11-18,0,0
Albania,ALB,2020-11-19,0,0
Albania,ALB,2020-11-20,0,0
Albania,ALB,2020-11-21,0,0
Albania,ALB,2020-11-22,0,0
Albania,ALB,2020-11-23,0,0
Albania,ALB,2020-11-24,0,0
Albania,ALB,2020-11-25,0,0
Albania,ALB,2020-11-26,0,0
Albania,ALB,2020-11-27,0,0
Albania,ALB,2020-11-28,0,0
Albania,ALB,2020-11-29,0,0
Albania,ALB,2020-11-30,0,0
Albania,ALB,2020-12-01,0,0
Albania,ALB,2020-12-02,0,0
Albania,ALB,2020-12-03,0,0
Albania,ALB,2020-12-04,0,0
Albania,ALB,2020-12-05,0,0
Albania,ALB,2020-12-06,0,0
Albania,ALB,2020-12-07,0,0
Albania,ALB,2020-12-08,0,0
Albania,ALB,2020-12-09,0,0
Albania,ALB,2020-12-10,0,0
Albania,ALB,2020-12-11,0,0
Albania,ALB,2020-12-12,0,0
Albania,ALB,2020-12-13,0,0
Albania,ALB,2020-12-14,0,0
Albania,ALB,2020-12-15,0,0
Albania,ALB,2020-12-16,0,0
Albania,ALB,2020-12-17,0,0
Albania,ALB,2020-12-18,0,0
Albania,ALB,2020-12-19,0,0
Albania,ALB,2020-12-20,0,0
Albania,ALB,2020-12-21,0,0
Albania,ALB,2020-12-22,0,0
Albania,ALB,2020-12-23,0,0
Albania,ALB,2020-12-24,0,0
Albania,ALB,2020-12-25,0,0
Albania,ALB,2020-12-26,0,0
Albania,ALB,2020-12-27,0,0
Albania,ALB,2020-12-28,0,0
Albania,ALB,2020-12-29,0,0
Albania,ALB,2020-12-30,0,0
Albania,ALB,2020-12-31,0,0
Albania,ALB,2021-01-01,0,0
Albania,ALB,2021-01-02,0,0
Albania,ALB,2021-01-03,0,0
Albania,ALB,2021-01-04,0,0
Albania,ALB,2021-01-05,0,0
Albania,ALB,2021-01-06,0,0
Albania,ALB,2021-01-07,0,0
Albania,ALB,2021-01-08,0,0
Albania,ALB,2021-01-09,0,0
Albania,ALB,2021-01-10,0,0
Albania,ALB,2021-01-11,0,0
Albania,ALB,2021-01-12,0,0
Albania,ALB,2021-01-13,1e-4,1.1372682815876265e-4
Albania,ALB,2021-01-14,1e-4,1.1372682815876265e-4
Albania,ALB,2021-01-15,1e-4,1.1372682815876265e-4
Albania,ALB,2021-01-16,1e-4,1.1372682815876265e-4
Albania,ALB,2021-01-17,1e-4,1.1372682815876265e-4
Albania,ALB,2021-01-18,2e-4,2.274536563175253e-4
Albania,ALB,2021-01-19,2e-4,2.274536563175253e-4
Albania,ALB,2021-01-20,2e-4,2.274536563175253e-4
Albania,ALB,2021-01-21,2e-4,2.274536563175253e-4
Albania,ALB,2021-01-22,2e-4,2.274536563175253e-4
Albania,ALB,2021-01-23,2e-4,2.274536563175253e-4
Albania,ALB,2021-01-24,2e-4,2.274536563175253e-4
Albania,ALB,2021-01-25,2e-4,2.274536563175253e-4
Albania,ALB,2021-01-26,2e-4,2.274536563175253e-4
Albania,ALB,2021-01-27,2e-4,2.274536563175253e-4
Albania,ALB,2021-01-28,2e-4,2.274536563175253e-4
Albania,ALB,2021-01-29,2e-4,2.274536563175253e-4
Albania,ALB,2021-01-30,2e-4,2.274536563175253e-4
Albania,ALB,2021-01-31,2e-4,2.274536563175253e-4
Albania,ALB,2021-02-01,2e-4,2.274536563175253e-4
Albania,ALB,2021-02-02,2e-4,2.274536563175253e-4
Albania,ALB,2021-02-03,2e-4,2.274536563175253e-4
Albania,ALB,2021-02-04,2e-4,2.274536563175253e-4
Albania,ALB,2021-02-05,2e-4,2.274536563175253e-4
Albania,ALB,2021-02-06,2e-4,2.274536563175253e-4
Albania,ALB,2021-02-07,2e-4,2.274536563175253e-4
Albania,ALB,2021-02-08,2e-4,2.274536563175253e-4
Albania,ALB,2021-02-09,2e-4,2.274536563175253e-4
Albania,ALB,2021-02-10,2.25e-4,2.558853633572159e-4
Albania,ALB,2021-02-11,2.5e-4,2.8431707039690664e-4
Albania,ALB,2021-02-12,2.75e-4,3.1274877743659726e-4
Albania,ALB,2021-02-13,3e-4,3.4118048447628793e-4
Albania,ALB,2021-02-14,3.25e-4,3.696121915159786e-4
Albania,ALB,2021-02-15,3.5000000000000005e-4,3.9804389855566927e-4
Albania,ALB,2021-02-16,3.7500000000000006e-4,4.2647560559536e-4
Albania,ALB,2021-02-17,4e-4,4.549073126350506e-4
Albania,ALB,2021-02-18,8e-4,9.098146252701012e-4
Albania,ALB,2021-02-19,0.0011250000000000001,0.0012794268167860797
Albania,ALB,2021-02-20,0.0014500000000000001,0.0016490390083020586
Albania,ALB,2021-02-21,0.0017749999999999999,0.002018651199818037
Albania,ALB,2021-02-22,0.0021,0.0023882633913340154
Albania,ALB,2021-02-23,0.004041025641025641,0.004595730286620767
Albania,ALB,2021-02-24,0.005982051282051282,0.006803197181907519
Albania,ALB,2021-02-25,0.007923076923076923,0.00901066407719427
Albania,ALB,2021-02-26,0.009864102564102563,0.01121813097248102
Albania,ALB,2021-02-27,0.011805128205128204,0.013425597867767773
Albania,ALB,2021-02-28,0.013746153846153845,0.015633064763054524
Albania,ALB,2021-03-01,0.015687179487179487,0.017840531658341277
Albania,ALB,2021-03-02,0.017628205128205125,0.020047998553628026
Albania,ALB,2021-03-03,0.01956923076923077,0.02225546544891478
Albania,ALB,2021-03-04,0.021510256410256407,0.02446293234420153
Albania,ALB,2021-03-05,0.02345128205128205,0.026670399239488284
Albania,ALB,2021-03-06,0.025392307692307693,0.028877866134775037
Albania,ALB,2021-03-07,0.02733333333333333,0.031085333030061786
Albania,ALB,2021-03-08,0.029274358974358972,0.03329279992534854
Albania,ALB,2021-03-09,0.031215384615384614,0.03550026682063529
Albania,ALB,2021-03-10,0.03315641025641025,0.03770773371592204
Albania,ALB,2021-03-11,0.03509743589743589,0.03991520061120879
Albania,ALB,2021-03-12,0.037038461538461534,0.04212266750649554
Albania,ALB,2021-03-13,0.038979487179487175,0.044330134401782295
Albania,ALB,2021-03-14,0.04092051282051282,0.04653760129706905
Albania,ALB,2021-03-15,0.04286153846153845,0.048745068192355794
Albania,ALB,2021-03-16,0.0448025641025641,0.05095253508764255
Albania,ALB,2021-03-17,0.04674358974358974,0.0531600019829293
Albania,ALB,2021-03-18,0.04868461538461538,0.05536746887821606
Albania,ALB,2021-03-19,0.05062564102564102,0.057574935773502804
Albania,ALB,2021-03-20,0.05256666666666666,0.05978240266878956
Albania,ALB,2021-03-21,0.054507692307692306,0.06198986956407631
Albania,ALB,2021-03-22,0.05644871794871795,0.06419733645936306
Albania,ALB,2021-03-23,0.05838974358974359,0.06640480335464982
Albania,ALB,2021-03-24,0.06033076923076923,0.06861227024993656
Albania,ALB,2021-03-25,0.062271794871794864,0.07081973714522331
Albania,ALB,2021-03-26,0.0642128205128205,0.07302720404051007
Albania,ALB,2021-03-27,0.06615384615384615,0.07523467093579682
Albania,ALB,2021-03-28,0.06809487179487178,0.07744213783108357
Albania,ALB,2021-03-29,0.07003589743589743,0.07964960472637032
Albania,ALB,2021-03-30,0.07197692307692308,0.08185707162165708
Albania,ALB,2021-03-31,0.07391794871794871,0.08406453851694383
Albania,ALB,2021-04-01,0.07585897435897435,0.08627200541223057
Albania,ALB,2021-04-02,0.0778,0.08847947230751733
Albania,ALB,2021-04-03,0.07974102564102563,0.09068693920280407
Albania,ALB,2021-04-04,0.08168205128205129,0.09289440609809084
Albania,ALB,2021-04-05,0.08362307692307691,0.09510187299337758
Albania,ALB,2021-04-06,0.08556410256410257,0.09730933988866436
Albania,ALB,2021-04-07,0.08750512820512821,0.0995168067839511
Albania,ALB,2021-04-08,0.08944615384615384,0.10172427367923784
Albania,ALB,2021-04-09,0.09138717948717949,0.10393174057452459
Albania,ALB,2021-04-10,0.09332820512820512,0.10613920746981136
Albania,ALB,2021-04-11,0.09526923076923077,0.10834667436509811
Albania,ALB,2021-04-12,0.09721025641025641,0.11055414126038485
Albania,ALB,2021-04-13,0.09915128205128206,0.11276160815567161
Albania,ALB,2021-04-14,0.1010923076923077,0.11496907505095837
Albania,ALB,2021-04-15,0.10303333333333332,0.1171765419462451
Albania,ALB,2021-04-16,0.10497435897435897,0.11938400884153186
Albania,ALB,2021-04-17,0.10691538461538462,0.12159147573681862
Albania,ALB,2021-04-18,0.10885641025641027,0.12379894263210538
Albania,ALB,2021-04-19,0.1107974358974359,0.12600640952739212
Albania,ALB,2021-04-20,0.11273846153846152,0.12821387642267884
Albania,ALB,2021-04-21,0.11467948717948719,0.13042134331796562
Albania,ALB,2021-04-22,0.11662051282051282,0.13262881021325237
Albania,ALB,2021-04-23,0.11856153846153847,0.13483627710853913
Albania,ALB,2021-04-24,0.12050256410256409,0.13704374400382588
Albania,ALB,2021-04-25,0.12244358974358974,0.13925121089911263
Albania,ALB,2021-04-26,0.12438461538461539,0.14145867779439938
Albania,ALB,2021-04-27,0.126325641025641,0.1436661446896861
Albania,ALB,2021-04-28,0.12826666666666667,0.1458736115849729
Albania,ALB,2021-04-29,0.1302076923076923,0.14808107848025964
Albania,ALB,2021-04-30,0.13214871794871794,0.15028854537554637
Albania,ALB,2021-05-01,0.13408974358974357,0.15249601227083312
Albania,ALB,2021-05-02,0.13603076923076923,0.1547034791661199
Albania,ALB,2021-05-03,0.13797179487179487,0.15691094606140665
Albania,ALB,2021-05-04,0.1399128205128205,0.15911841295669338
Albania,ALB,2021-05-05,0.14185384615384616,0.16132587985198016
Albania,ALB,2021-05-06,0.1437948717948718,0.1635333467472669
Albania,ALB,2021-05-07,0.14573589743589743,0.16574081364255364
Albania,ALB,2021-05-08,0.14767692307692307,0.1679482805378404
Albania,ALB,2021-05-09,0.1496179487179487,0.17015574743312714
Albania,ALB,2021-05-10,0.15155897435897436,0.17236321432841392
Albania,ALB,2021-05-11,0.1535,0.17457068122370065
Albania,ALB,2021-05-12,0.1548,0.17604912998976457
Albania,ALB,2021-05-13,0.155,0.1762765836460821
Albania,ALB,2021-05-14,0.1561,0.17752757875582847
Albania,ALB,2021-05-15,0.1571,0.1786648470374161
Albania,ALB,2021-05-16,0.15810000000000002,0.17980211531900375
Albania,ALB,2021-05-17,0.1591,0.18093938360059136
Albania,ALB,2021-05-18,0.1602,0.18219037871033775
Albania,ALB,2021-05-19,0.1613,0.18344137382008413
Albania,ALB,2021-05-20,0.16219999999999998,0.184464915273513
Albania,ALB,2021-05-21,0.16329999999999997,0.18571591038325938
Albania,ALB,2021-05-22,0.16394999999999998,0.18645513476629136
Albania,ALB,2021-05-23,0.1646,0.1871943591493233
Albania,ALB,2021-05-24,0.1654,0.1881041737745934
Albania,ALB,2021-05-25,0.1662,0.1890139883998635
Albania,ALB,2021-05-26,0.16699999999999998,0.18992380302513362
Albania,ALB,2021-05-27,0.1677,0.19071989082224494
Albania,ALB,2021-05-28,0.1681,0.19117479813487998
Albania,ALB,2021-05-29,0.1685,0.19162970544751506
Albania,ALB,2021-05-30,0.1689,0.1920846127601501
Albania,ALB,2021-05-31,0.16920000000000002,0.19242579324462641
Albania,ALB,2021-06-01,0.16949999999999998,0.19276697372910268
Albania,ALB,2021-06-02,0.17004999999999998,0.19339247128397585
Albania,ALB,2021-06-03,0.17059999999999997,0.19401796883884906
Albania,ALB,2021-06-04,0.17086666666666667,0.19432124038060578
Albania,ALB,2021-06-05,0.17113333333333333,0.19462451192236246
Albania,ALB,2021-06-06,0.1714,0.19492778346411918
Albania,ALB,2021-06-07,0.17170000000000002,0.19526896394859547
Albania,ALB,2021-06-08,0.1721,0.19572387126123053
Albania,ALB,2021-06-09,0.1727,0.19640623223018308
Albania,ALB,2021-06-10,0.17350000000000002,0.1973160468554532
Albania,ALB,2021-06-11,0.1746,0.1985670419651996
Albania,ALB,2021-06-12,0.1753,0.19936312976231094
Albania,ALB,2021-06-13,0.17550000000000002,0.19959058341862845
Albania,ALB,2021-06-14,0.17670000000000002,0.2009553053565336
Albania,ALB,2021-06-15,0.17679999999999998,0.20106903218469235
Albania,ALB,2021-06-16,0.1773,0.20163766632548616
Albania,ALB,2021-06-17,0.1779,0.20232002729443874
Albania,ALB,2021-06-18,0.17846666666666666,0.20296447932067174
Albania,ALB,2021-06-19,0.17903333333333332,0.20360893134690472
Albania,ALB,2021-06-20,0.1796,0.20425338337313773
Albania,ALB,2021-06-21,0.1809,0.20573183213920163
Albania,ALB,2021-06-22,0.183,0.20812009553053565
Albania,ALB,2021-06-23,0.18530000000000002,0.2107358125781872
Albania,ALB,2021-06-24,0.1869,0.2125554418287274
Albania,ALB,2021-06-25,0.18780000000000002,0.21357898328215627
Albania,ALB,2021-06-26,0.1887,0.2146025247355851
Albania,ALB,2021-06-27,0.18960000000000002,0.21562606618901398
Albania,ALB,2021-06-28,0.1905,0.21664960764244284
Albania,ALB,2021-06-29,0.1936,0.22017513931536448
Albania,ALB,2021-06-30,0.19649999999999998,0.22347321733196857
Albania,ALB,2021-07-01,0.1974,0.22449675878539743
Albania,ALB,2021-07-02,0.19820000000000002,0.22540657341066755
Albania,ALB,2021-07-03,0.1986,0.22586148072330262
Albania,ALB,2021-07-04,0.19899999999999998,0.22631638803593765
Albania,ALB,2021-07-05,0.1999,0.22733992948936652
Albania,ALB,2021-07-06,0.20079999999999998,0.22836347094279535
Albania,ALB,2021-07-07,0.20170000000000002,0.22938701239622428
Albania,ALB,2021-07-08,0.2026,0.23041055384965314
Albania,ALB,2021-07-09,0.2036,0.23154782213124073
Albania,ALB,2021-07-10,0.20440000000000003,0.23245763675651085
Albania,ALB,2021-07-11,0.2046,0.23268509041282837
Albania,ALB,2021-07-12,0.20550000000000002,0.23370863186625723
Albania,ALB,2021-07-13,0.20620000000000002,0.23450471966336858
Albania,ALB,2021-07-14,0.207,0.23541453428863868
Albania,ALB,2021-07-15,0.2078,0.2363243489139088
Albania,ALB,2021-07-16,0.2086,0.23723416353917887
Albania,ALB,2021-07-17,0.2094,0.238143978164449
Albania,ALB,2021-07-18,0.2097,0.23848515864892525
Albania,ALB,2021-07-19,0.21095,0.23990674400090978
Albania,ALB,2021-07-20,0.2122,0.2413283293528943
Albania,ALB,2021-07-21,0.2146,0.24405777322870464
Albania,ALB,2021-07-22,0.21739999999999998,0.24724212441714996
Albania,ALB,2021-07-23,0.21919999999999998,0.2492892073240077
Albania,ALB,2021-07-24,0.221,0.25133629023086546
Albania,ALB,2021-07-25,0.2228,0.2533833731377232
Albania,ALB,2021-07-26,0.22460000000000002,0.2554304560445809
Albania,ALB,2021-07-27,0.22640000000000002,0.25747753895143866
Albania,ALB,2021-07-28,0.22820000000000001,0.25952462185829633
Albania,ALB,2021-07-29,0.23,0.26157170476515407
Albania,ALB,2021-07-30,0.23170000000000002,0.26350506084385306
Albania,ALB,2021-07-31,0.23329999999999998,0.26532469009439325
Albania,ALB,2021-08-01,0.23420000000000002,0.2663482315478221
Albania,ALB,2021-08-02,0.23600000000000002,0.26839531445467985
Albania,ALB,2021-08-03,0.2378,0.2704423973615376
Albania,ALB,2021-08-04,0.2394,0.27226202661207777
Albania,ALB,2021-08-05,0.2412,0.2743091095189355
Albania,ALB,2021-08-06,0.2427666666666667,0.2760908298267561
Albania,ALB,2021-08-07,0.24433333333333335,0.27787255013457673
Albania,ALB,2021-08-08,0.2459,0.2796542704423973
Albania,ALB,2021-08-09,0.2483,0.28238371431820763
Albania,ALB,2021-08-10,0.2507,0.28511315819401795
Albania,ALB,2021-08-11,0.2533,0.2880700557261458
Albania,ALB,2021-08-12,0.2559,0.2910269532582736
Albania,ALB,2021-08-13,0.2585,0.29398385079040146
Albania,ALB,2021-08-14,0.25995,0.2956328897987035
