iso_code,location,date,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
ALB,Albania,2020-12-06,0,0,0
ALB,Albania,2020-12-07,0,0,0
ALB,Albania,2020-12-08,0,0,0
ALB,Albania,2020-12-09,0,0,0
ALB,Albania,2020-12-10,0,0,0
ALB,Albania,2020-12-11,0,0,0
ALB,Albania,2020-12-12,0,0,0
ALB,Albania,2020-12-13,0,0,0
ALB,Albania,2020-12-14,0,0,0
ALB,Albania,2020-12-15,0,0,0
ALB,Albania,2020-12-16,0,0,0
ALB,Albania,2020-12-17,0,0,0
ALB,Albania,2020-12-18,0,0,0
ALB,Albania,2020-12-19,0,0,0
ALB,Albania,2020-12-20,0,0,0
ALB,Albania,2020-12-21,0,0,0
ALB,Albania,2020-12-22,0,0,0
ALB,Albania,2020-12-23,0,0,0
ALB,Albania,2020-12-24,0,0,0
ALB,Albania,2020-12-25,0,0,0
ALB,Albania,2020-12-26,0,0,0
ALB,Albania,2020-12-27,0,0,0
ALB,Albania,2020-12-28,0,0,0
ALB,Albania,2020-12-29,0,0,0
ALB,Albania,2020-12-30,0,0,0
ALB,Albania,2020-12-31,0,0,0
ALB,Albania,2021-01-01,0,0,0
ALB,Albania,2021-01-02,0,0,0
ALB,Albania,2021-01-03,0,0,0
ALB,Albania,2021-01-04,0,0,0
ALB,Albania,2021-01-05,0,0,0
ALB,Albania,2021-01-06,0,0,0
ALB,Albania,2021-01-07,0,0,0
ALB,Albania,2021-01-08,0,0,0
ALB,Albania,2021-01-09,0,0,0
ALB,Albania,2021-01-10,0,0,0
ALB,Albania,2021-01-11,0,0,0
ALB,Albania,2021-01-12,0,0,0
ALB,Albania,2021-01-13,0.01,0.01,0
ALB,Albania,2021-01-14,0.01,0.01,0
ALB,Albania,2021-01-15,0.01,0.01,0
ALB,Albania,2021-01-16,0.01,0.01,0
ALB,Albania,2021-01-17,0.01,0.01,0
ALB,Albania,2021-01-18,0.02,0.02,0
ALB,Albania,2021-01-19,0.02,0.02,0
ALB,Albania,2021-01-20,0.02,0.02,0
ALB,Albania,2021-01-21,0.02,0.02,0
ALB,Albania,2021-01-22,0.02,0.02,0
ALB,Albania,2021-01-23,0.02,0.02,0
ALB,Albania,2021-01-24,0.02,0.02,0
ALB,Albania,2021-01-25,0.02,0.02,0
ALB,Albania,2021-01-26,0.02,0.02,0
ALB,Albania,2021-01-27,0.02,0.02,0
ALB,Albania,2021-01-28,0.02,0.02,0
ALB,Albania,2021-01-29,0.02,0.02,0
ALB,Albania,2021-01-30,0.02,0.02,0
ALB,Albania,2021-01-31,0.02,0.02,0
ALB,Albania,2021-02-01,0.02,0.02,0
ALB,Albania,2021-02-02,0.02,0.02,0
ALB,Albania,2021-02-03,0.022857142857142857,0.02,0.002857142857142857
ALB,Albania,2021-02-04,0.025714285714285714,0.02,0.005714285714285714
ALB,Albania,2021-02-05,0.028571428571428574,0.02,0.008571428571428572
ALB,Albania,2021-02-06,0.03142857142857143,0.02,0.011428571428571429
ALB,Albania,2021-02-07,0.03428571428571429,0.02,0.014285714285714287
ALB,Albania,2021-02-08,0.037142857142857144,0.02,0.017142857142857144
ALB,Albania,2021-02-09,0.04,0.02,0.02
ALB,Albania,2021-02-10,0.0425,0.0225,0.02
ALB,Albania,2021-02-11,0.045,0.025,0.02
ALB,Albania,2021-02-12,0.0475,0.0275,0.02
ALB,Albania,2021-02-13,0.05,0.03,0.02
ALB,Albania,2021-02-14,0.0525,0.0325,0.02
ALB,Albania,2021-02-15,0.055,0.035,0.02
ALB,Albania,2021-02-16,0.057499999999999996,0.037500000000000006,0.02
ALB,Albania,2021-02-17,0.06,0.04,0.02
ALB,Albania,2021-02-18,0.11,0.09,0.02
ALB,Albania,2021-02-19,0.15,0.12,0.02
ALB,Albania,2021-02-20,0.18,0.15,0.02
ALB,Albania,2021-02-21,0.21,0.18,0.02
ALB,Albania,2021-02-22,0.24,0.21,0.02
ALB,Albania,2021-02-23,0.27999999999999997,0.4061538461538461,0.10166666666666667
ALB,Albania,2021-02-24,0.31999999999999995,0.6023076923076922,0.18333333333333332
ALB,Albania,2021-02-25,0.36,0.7984615384615384,0.265
ALB,Albania,2021-02-26,0.395,0.9946153846153845,0.3466666666666667
ALB,Albania,2021-02-27,0.43,1.1907692307692306,0.42833333333333334
ALB,Albania,2021-02-28,0.46499999999999997,1.386923076923077,0.51
ALB,Albania,2021-03-01,0.5,1.583076923076923,0.5916666666666667
ALB,Albania,2021-03-02,0.53,1.779230769230769,0.6733333333333333
ALB,Albania,2021-03-03,0.56,1.9753846153846153,0.7550000000000001
ALB,Albania,2021-03-04,0.5885714285714286,2.171538461538461,0.8366666666666667
ALB,Albania,2021-03-05,0.6171428571428572,2.3676923076923075,0.9183333333333333
ALB,Albania,2021-03-06,0.6457142857142857,2.563846153846154,1
ALB,Albania,2021-03-07,0.6742857142857143,2.76,1.0816666666666666
ALB,Albania,2021-03-08,0.7028571428571428,2.956153846153846,1.1633333333333333
ALB,Albania,2021-03-09,0.7314285714285714,3.152307692307692,1.245
ALB,Albania,2021-03-10,0.76,3.348461538461538,1.3266666666666667
ALB,Albania,2021-03-11,0.7949999999999999,3.5446153846153843,1.4083333333333334
ALB,Albania,2021-03-12,0.83,3.7407692307692306,1.4900000000000002
ALB,Albania,2021-03-13,0.8979999999999999,3.9369230769230765,1.5716666666666668
ALB,Albania,2021-03-14,0.966,4.133076923076922,1.6533333333333333
ALB,Albania,2021-03-15,1.034,4.329230769230769,1.7349999999999999
ALB,Albania,2021-03-16,1.1019999999999999,4.525384615384615,1.8166666666666667
ALB,Albania,2021-03-17,1.17,4.7215384615384615,1.8983333333333334
ALB,Albania,2021-03-18,1.276,4.917692307692308,1.9800000000000002
ALB,Albania,2021-03-19,1.382,5.113846153846154,2.061666666666667
ALB,Albania,2021-03-20,1.488,5.31,2.143333333333333
ALB,Albania,2021-03-21,1.5939999999999999,5.506153846153846,2.225
ALB,Albania,2021-03-22,1.7,5.702307692307692,2.3066666666666666
ALB,Albania,2021-03-23,1.82,5.898461538461539,2.3883333333333336
ALB,Albania,2021-03-24,1.9,6.094615384615384,2.47
ALB,Albania,2021-03-25,2.09,6.29076923076923,2.5516666666666667
ALB,Albania,2021-03-26,2.19,6.486923076923076,2.6333333333333333
ALB,Albania,2021-03-27,2.25,6.683076923076922,2.715
ALB,Albania,2021-03-28,2.74,6.879230769230769,2.796666666666667
ALB,Albania,2021-03-29,3.47,7.075384615384615,2.8783333333333334
ALB,Albania,2021-03-30,4.2,7.271538461538461,2.9600000000000004
ALB,Albania,2021-03-31,4.88,7.467692307692307,3.0416666666666665
ALB,Albania,2021-04-01,5.47,7.663846153846153,3.1233333333333335
ALB,Albania,2021-04-02,6.07,7.859999999999999,3.205
ALB,Albania,2021-04-03,6.53,8.056153846153846,3.2866666666666666
ALB,Albania,2021-04-04,6.79,8.252307692307692,3.3683333333333336
ALB,Albania,2021-04-05,7.27,8.448461538461538,3.4499999999999997
ALB,Albania,2021-04-06,7.8,8.644615384615385,3.531666666666667
ALB,Albania,2021-04-07,8.18,8.840769230769231,3.6133333333333333
ALB,Albania,2021-04-08,8.53,9.036923076923076,3.695
ALB,Albania,2021-04-09,8.82,9.233076923076924,3.776666666666667
ALB,Albania,2021-04-10,9.04,9.429230769230768,3.8583333333333334
ALB,Albania,2021-04-11,9.225,9.625384615384617,3.9400000000000004
ALB,Albania,2021-04-12,9.41,9.821538461538461,4.0216666666666665
ALB,Albania,2021-04-13,9.89,10.01769230769231,4.1033333333333335
ALB,Albania,2021-04-14,10.3,10.213846153846154,4.185
ALB,Albania,2021-04-15,10.71,10.41,4.266666666666666
ALB,Albania,2021-04-16,11.07,10.606153846153846,4.348333333333333
ALB,Albania,2021-04-17,11.43,10.802307692307693,4.43
ALB,Albania,2021-04-18,11.71,10.99846153846154,4.511666666666667
ALB,Albania,2021-04-19,12.17,11.194615384615386,4.593333333333333
ALB,Albania,2021-04-20,12.31,11.39076923076923,4.675
ALB,Albania,2021-04-21,13.09,11.586923076923078,4.756666666666667
ALB,Albania,2021-04-22,13.47,11.783076923076923,4.838333333333333
ALB,Albania,2021-04-23,13.77,11.97923076923077,4.92
ALB,Albania,2021-04-24,14.08,12.175384615384615,5.001666666666666
ALB,Albania,2021-04-25,14.23,12.37153846153846,5.083333333333333
ALB,Albania,2021-04-26,14.38,12.567692307692308,5.165
ALB,Albania,2021-04-27,14.67,12.763846153846153,5.246666666666666
ALB,Albania,2021-04-28,15.26,12.96,5.328333333333333
ALB,Albania,2021-04-29,15.95,13.156153846153845,5.409999999999999
ALB,Albania,2021-04-30,16.78,13.352307692307692,5.491666666666666
ALB,Albania,2021-05-01,17.38,13.548461538461538,5.573333333333333
ALB,Albania,2021-05-02,17.795,13.744615384615384,5.654999999999999
ALB,Albania,2021-05-03,18.21,13.94076923076923,5.736666666666666
ALB,Albania,2021-05-04,18.91,14.136923076923077,5.818333333333333
ALB,Albania,2021-05-05,19.58,14.333076923076923,5.9
ALB,Albania,2021-05-06,20.13,14.52923076923077,5.9816666666666665
ALB,Albania,2021-05-07,20.61,14.725384615384614,6.063333333333333
ALB,Albania,2021-05-08,21,14.921538461538463,6.145
ALB,Albania,2021-05-09,21.11,15.117692307692307,6.226666666666667
ALB,Albania,2021-05-10,21.57,15.313846153846155,6.308333333333334
ALB,Albania,2021-05-11,21.9,15.51,6.39
ALB,Albania,2021-05-12,22.26,15.65,6.61
ALB,Albania,2021-05-13,22.46,15.67,6.79
ALB,Albania,2021-05-14,22.99,15.78,7.2
ALB,Albania,2021-05-15,23.30333333333333,15.879999999999999,7.416666666666667
ALB,Albania,2021-05-16,23.616666666666667,15.979999999999999,7.633333333333333
ALB,Albania,2021-05-17,23.93,16.08,7.85
ALB,Albania,2021-05-18,24.24,16.19,8.05
ALB,Albania,2021-05-19,24.55,16.3,8.25
ALB,Albania,2021-05-20,24.76,16.4,8.36
ALB,Albania,2021-05-21,24.94,16.51,8.43
ALB,Albania,2021-05-22,25.075000000000003,16.575000000000003,8.504999999999999
ALB,Albania,2021-05-23,25.21,16.64,8.58
ALB,Albania,2021-05-24,25.51,16.72,8.79
ALB,Albania,2021-05-25,25.93,16.799999999999997,9.129999999999999
ALB,Albania,2021-05-26,26.35,16.88,9.47
ALB,Albania,2021-05-27,26.71,16.95,9.75
ALB,Albania,2021-05-28,26.863333333333333,16.99,9.866666666666667
ALB,Albania,2021-05-29,27.01666666666667,17.03,9.983333333333333
ALB,Albania,2021-05-30,27.17,17.07,10.1
ALB,Albania,2021-05-31,27.32,17.1,10.21
ALB,Albania,2021-06-01,27.45,17.14,10.32
ALB,Albania,2021-06-02,27.575,17.189999999999998,10.39
ALB,Albania,2021-06-03,27.7,17.24,10.46
ALB,Albania,2021-06-04,27.833333333333332,17.27,10.563333333333334
ALB,Albania,2021-06-05,27.96666666666667,17.299999999999997,10.666666666666666
ALB,Albania,2021-06-06,28.1,17.33,10.77
ALB,Albania,2021-06-07,28.28,17.36,10.92
ALB,Albania,2021-06-08,28.5,17.4,11.1
ALB,Albania,2021-06-09,28.73,17.45,11.28
ALB,Albania,2021-06-10,28.96,17.54,11.42
ALB,Albania,2021-06-11,29.21,17.65,11.56
ALB,Albania,2021-06-12,29.37,17.72,11.65
ALB,Albania,2021-06-13,29.43,17.74,11.69
ALB,Albania,2021-06-14,29.64,17.86,11.78
ALB,Albania,2021-06-15,29.85,17.87,11.98
ALB,Albania,2021-06-16,30.05,17.92,12.14
ALB,Albania,2021-06-17,30.35,17.98,12.37
ALB,Albania,2021-06-18,30.563333333333333,18.036666666666665,12.526666666666666
ALB,Albania,2021-06-19,30.776666666666667,18.093333333333334,12.683333333333334
ALB,Albania,2021-06-20,30.99,18.15,12.84
ALB,Albania,2021-06-21,31.31,18.28,13.03
ALB,Albania,2021-06-22,31.71,18.5,13.22
ALB,Albania,2021-06-23,32.12,18.73,13.39
ALB,Albania,2021-06-24,32.47,18.89,13.58
ALB,Albania,2021-06-25,32.65,18.9825,13.67
ALB,Albania,2021-06-26,32.83,19.075000000000003,13.76
ALB,Albania,2021-06-27,33.01,19.1675,13.85
ALB,Albania,2021-06-28,33.19,19.26,13.94
ALB,Albania,2021-06-29,33.62,19.57,14.05
ALB,Albania,2021-06-30,34.06,19.86,14.2
ALB,Albania,2021-07-01,34.28,19.95,14.33
ALB,Albania,2021-07-02,34.53,20.03,14.5
ALB,Albania,2021-07-03,34.655,20.075000000000003,14.58
ALB,Albania,2021-07-04,34.78,20.12,14.66
ALB,Albania,2021-07-05,34.97,20.2,14.77
ALB,Albania,2021-07-06,35.18,20.3,14.89
ALB,Albania,2021-07-07,35.38,20.39,14.99
ALB,Albania,2021-07-08,35.58,20.48,15.1
ALB,Albania,2021-07-09,35.76,20.58,15.19
ALB,Albania,2021-07-10,35.94,20.66,15.28
ALB,Albania,2021-07-11,35.98,20.68,15.3
ALB,Albania,2021-07-12,36.21,20.77,15.44
ALB,Albania,2021-07-13,36.44,20.85,15.59
ALB,Albania,2021-07-14,36.71,20.92,15.79
ALB,Albania,2021-07-15,37.02,21,16.01
ALB,Albania,2021-07-16,37.29,21.09,16.21
ALB,Albania,2021-07-17,37.54,21.17,16.38
ALB,Albania,2021-07-18,37.62,21.2,16.43
ALB,Albania,2021-07-19,37.849999999999994,21.325,16.535
ALB,Albania,2021-07-20,38.08,21.45,16.64
ALB,Albania,2021-07-21,38.54,21.69,16.85
ALB,Albania,2021-07-22,39.05,21.97,17.07
ALB,Albania,2021-07-23,39.38666666666666,22.153333333333332,17.23
ALB,Albania,2021-07-24,39.723333333333336,22.336666666666666,17.39
ALB,Albania,2021-07-25,40.06,22.52,17.55
ALB,Albania,2021-07-26,40.4225,22.7025,17.7275
ALB,Albania,2021-07-27,40.785,22.884999999999998,17.905
ALB,Albania,2021-07-28,41.1475,23.0675,18.082500000000003
ALB,Albania,2021-07-29,41.51,23.25,18.26
ALB,Albania,2021-07-30,41.9,23.42,18.48
ALB,Albania,2021-07-31,42.18,23.58,18.6
ALB,Albania,2021-08-01,42.33,23.67,18.66
ALB,Albania,2021-08-02,42.67,23.85,18.82
ALB,Albania,2021-08-03,42.98,24.03,18.95
ALB,Albania,2021-08-04,43.25,24.2,19.06
ALB,Albania,2021-08-05,43.56,24.38,19.18
ALB,Albania,2021-08-06,43.81666666666667,24.54,19.276666666666667
ALB,Albania,2021-08-07,44.07333333333333,24.7,19.37333333333333
ALB,Albania,2021-08-08,44.33,24.86,19.47
ALB,Albania,2021-08-09,44.685,25.1,19.585
ALB,Albania,2021-08-10,45.04,25.34,19.7
ALB,Albania,2021-08-11,45.39,25.6,19.786666666666665
ALB,Albania,2021-08-12,45.74,25.86,19.873333333333335
ALB,Albania,2021-08-13,46.09,26.12,19.96
ALB,Albania,2021-08-14,46.285,26.270000000000003,20.009999999999998
ALB,Albania,2021-08-15,46.48,26.42,20.06
ALB,Albania,2021-08-16,46.82,26.67,20.15
ALB,Albania,2021-08-17,47.16,26.91,20.24
ALB,Albania,2021-08-18,47.474999999999994,27.125,20.345
ALB,Albania,2021-08-19,47.79,27.34,20.45
ALB,Albania,2021-08-20,48.055,27.490000000000002,20.560000000000002
ALB,Albania,2021-08-21,48.32,27.64,20.67
ALB,Albania,2021-08-22,48.44,27.71,20.73
ALB,Albania,2021-08-23,48.79,27.89,20.9
ALB,Albania,2021-08-24,49.13,28.06,21.07
ALB,Albania,2021-08-25,49.45,28.23,21.22
ALB,Albania,2021-08-26,49.82,28.41,21.41
ALB,Albania,2021-08-27,50.24,28.59,21.65
ALB,Albania,2021-08-28,50.535,28.7,21.835
ALB,Albania,2021-08-29,50.83,28.81,22.02
ALB,Albania,2021-08-30,51.3,29,22.3
ALB,Albania,2021-08-31,51.8,29.22,22.58
